,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
0,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Moong Dal Dhokla (  Low Calorie Healthy Cooking),https://www.tarladalal.com/moong-dal-dhokla---low-calorie-healthy-cooking-1385r,Moong Dal Dhokla (  Low Calorie Healthy Cooking) recipe - How to make Moong Dal Dhokla (  Low Calorie Healthy Cooking),"For Moong Dal Dhokla:
 1 cup green moong dal (split green gram) , soaked for 2 hours and drained
 1 tbsp roughly chopped green chillies
 2 tsp besan (bengal gram flour)
 2 tbsp finely chopped cabbage
 2 tbsp finely chopped carrot
 1 1/2 tbsp low fat curds (dahi)
 a pinch of asafoetida (hing)
 salt to taste
 1 tsp fruit salt
 For Serving With Moong Dal Dhokla:
 healthy green chutney","For the moong dal dhokla
To make 
moong dal dhokla
, combine the moong dal, green chillies and 5 tbsp of water in a mixer and blend to a smooth paste.
Transfer the paste into a bowl, add all the remaining ingredients, except the fruit salt, and mix well.
Just before steaming, add the fruit salt to the batter and sprinkle 2 tsp of water over it.
When the bubbles form, mix gently.
Pour the mixture into a greased 175 mm. (7”) diameter thali and steam in a steamer for 10 minutes.
Cut into pieces and keep aside to cool slightly.
Serve the the 
moong dal dhoklas
 immediately with healthy green chutney.","Gujarati Farsans
Breakfast Dhokla
Low Calorie Indian Snacks
Indian Steamed Snacks
School Time Snacks
Evening Tea Snacks
Indian Tiffin Box, Lunch box, Dabba","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 2 hours 20 minutes, Soaking time:      2 hours, Soaking time:      2 hours",5
1,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Mag Ni Dal ( Gujarati Recipe),https://www.tarladalal.com/mag-ni-dal--gujarati-recipe-620r,Mag Ni Dal ( Gujarati Recipe) recipe - How to make Mag Ni Dal ( Gujarati Recipe),"Mag ni Dal:
 1 cup yellow moong dal (split yellow gram)
 2 tsp oil
 1 tsp cumin seeds (jeera)
 1/4 tsp asafoetida (hing)
 1/4 tsp turmeric powder (haldi)
 2 tsp coriander-cumin seeds (dhania-jeera) powder
 1 tsp chilli powder
 salt to taste
 1 tbsp finely chopped coriander (dhania)
 1/2 tsp lemon juice (optional)
 a pinch of sugar (optional)
 salt to taste
 For Serving With Mag ni Dal:
 puran poli
 kadhi","For mag ni dal
To make 
mag ni dal
, wash and soak the dal in warm water for at least 2 hours. Drain and keep aside.
Heat the oil in a non-stick kadhai and add the cumin seeds.
When the seeds crackle, add the asafoetida and sauté on a medium flame for a few seconds.
Add the yellow moong dal, turmeric powder, coriander-cumin seeds powder, chilli powder, salt and 1 cup of water, mix well and cover and cook on a medium flame for 10 to 12 minutes.
Remove from the flame, add the coriander and mix well.
Serve the 
 hot.","Collection of Gujarati Dals / Kadhis
Jain Dal, Jain  Kadhi
Jain Paryushan
 Popular Dals from all over India
Indian Party
Non-stick Pan
Pregnancy Recipes to overcome heartburn",,4
2,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Sabudana Khichdi,https://www.tarladalal.com/sabudana-khichdi-39657r,Sabudana Khichdi recipe - How to make Sabudana Khichdi,"For The Sabudana Khichdi:
 1 cup sago (sabudana) , washed and drained
 2 tbsp oil
 1 tsp cumin seeds (jeera)
 3/4 cup boiled and peeled potato cubes
 salt or to taste
 1/2 cup roasted coarsely powdered peanuts
 2 tbsp finely chopped coriander (dhania)
 2 tsp finely chopped green chillies
 5 to 6 curry leaves (kadi patta)
 2 tsp lemon juice
 2 tsp sugar","Method to make sabudana khichdi
To make the 
sabudana khichdi
, combine the sago and ¾ cup of water in a deep bowl, mix well and keep aside to soak for 2 hours. Keep aside.
Heat the oil in a deep non-stick pan and add the cumin seeds.
When the seeds crackle, add the potatoes, sago, salt, peanuts, coriander, green chillies, curry leaves, lemon juice and sugar, mix well and cook on a medium flame for 2 minutes.
Serve the 
 hot.","Gujarati  Faral, Faraal
Maharashtrian Breakfast
Quick breakfast
Janmashtami
Navratri Vrat 
Ekadashi Recipes, Ekadasi","Preparation Time: 15 mins, Cooking Time: 3 mins, Total Time: 2 hours 18 minutes, Soaking Time:   2 hours, Soaking Time:   2 hours",2
3,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Instant Lemon Pickle ( Zero Oil),https://www.tarladalal.com/instant-lemon-pickle--zero-oil-22184r,Instant Lemon Pickle ( Zero Oil) recipe - How to make Instant Lemon Pickle ( Zero Oil),"7 (approx. 300 grams) lemon
 2 tbsp lemon juice
 3 tsp salt
 1/4 tsp turmeric powder (haldi)
 1 1/2 cups castor sugar
 2 tsp chilli powder","Main procedure
Combine the lemons with 4 cups of water in a pressure cooker and pressure cook for 5 whistles till the lemon skins are soft and give way under the pressure of your thumb.
Drain and keep aside to cool.
Place the lemons in a large mixing bowl. Cut them into quarters inside the bowl, to retain all the juices. Add the lemon juice and mix well.
Add the salt and turmeric powder to the lemons and leave aside for 10 minutes.
Gradually, add the castor sugar (2 to 3 tablespoons at a time) while stirring continuously so that all the sugar gets dissolved. The entire process will take about 15 to 20 minutes.
Add the chilli powder and mix well.
Store in a sterilised glass bottle and leave aside for one day. Next day, the pickle is ready to eat.
Store refrigerated for upto 3 months.","Gujarati Kachumber / Chutneys / Achar
Indian Pressure Cooker
Zero Oil
Low Cholesterol Accompanients",,2
4,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,"Rava Dhokla, Semolina Dhokla, Suji Dhokla",https://www.tarladalal.com/rava-dhokla-semolina-dhokla-suji-dhokla-40930r,"Rava Dhokla, Semolina Dhokla, Suji Dhokla recipe - How to make Rava Dhokla, Semolina Dhokla, Suji Dhokla","For Rava Dhokla:
 1 1/2 cups semolina (rava / sooji)
 1/2 cup curd (dahi)
 1 1/2 tsp green chilli paste
 2 tbsp oil
 salt to taste
 1 1/2 tsp fruit salt
 1 tsp mustard seeds ( rai / sarson)
 1 tsp sesame seeds (til)
 1/4 tsp asafoetida (hing)
 1 tbsp finely chopped coriander (dhania)
 For Serving With Rava Dhokla:
 green chutney","For rava dhokla
Combine the semolina, curds, green chilli paste, 1 tbsp of oil, salt and 1½ cups of water in a deep bowl and whisk well. Cover with a lid and keep aside for 30 minutes.
Just before steaming the dhoklas, add the fruit salt and 2 tsp of water. When the bubbles form, mix gently.
Pour the batter immediately into a 175 mm. (7”) diameter greased thali and shake the thali clockwise to spread the batter in an even layer.
Steam in a steamer for 12 minutes. Keep aside.
Heat the remaining 1 tbsp of oil in a small non-stick pan, add the mustard seeds, sesame seeds and asafoetida and sauté on a medium flame for 30 seconds.
Pour the tempering over the 
rava dhokla
, sprinkle the coriander evenly over it.
Cool the 
 slightly and cut into equal sized squares pieces.
Serve the 
rava dhoklas
 immediately with green chutney.","Gujarati Farsans
Gujarati  Dry Snacks
Gujarati Breakfast
Breakfast Dhokla
Indian Snacks for Entertaining
School Time Snacks
Evening Tea Snacks","Preparation Time: 5 mins, Cooking Time: 20 mins, Total Time: 55 mins , Soaking Time:         30 minutes, Soaking Time:         30 minutes",4
5,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Cabbage Salad,https://www.tarladalal.com/cabbage-salad-35935r,Cabbage Salad recipe - How to make Cabbage Salad,"For Cabbage Salad:
 2 cups shredded cabbage
 1 tsp finely chopped green chillies
 2 tbsp finely chopped coriander (dhania)
 To Be Mixed Into A Dressing For Cabbage Salad:
 1 1/2 tsp lemon juice
 1 tsp olive oil
 3/4 tsp coriander (dhania) powder
 1/4 tsp chilli powder
 1/4 tsp asafoetida (hing)
 1/4 tsp black salt (sanchal)
 salt to taste","For cabbage salad
To make 
cabbage salad
,combine all the ingredients along with the dressing in a deep bowl and toss well.
Serve the 
 immediately.","Gujarati Kachumber / Chutneys / Achar
Indian Party
Healthy Indian Acidity recipes
Indian Lunch Salads
Dinner Salad
Foods to cook in October",,2
6,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,"Phulka Recipe, Indian Chapati Recipe",https://www.tarladalal.com/phulka-recipe-indian-chapati-recipe-4392r,"Phulka Recipe, Indian Chapati Recipe recipe - How to make Phulka Recipe, Indian Chapati Recipe","For Phulka:
 1 cup whole wheat flour (gehun ka atta)
 1/2 tsp salt","For phulka
To make 
phulkas
, combine the flour and salt and knead into a smooth soft dough using enough water.
Add a few drops of oil and knead again till it is smooth and elastic.
Cover and keep aside for 10 to 15 minutes.
Divide the dough into 8 equal portions.
Roll out each one using a little flour into approx. 150 mm. (6"") diameter circles. Dust dry flour as required to facilitate even rolling.
Dust off any excess dry flour and place the chapati on a hot tava.
Turn over in a few seconds and cook this side till the edges begin to curl slightly and small blisters appear on the surface.
Cook the other side for a few more seconds.
Lift the chapati with a pair of flat tongs and roast on both sides over an open flame till it puffs up.
Repeat to make 7 more chapatis.
Serve the 
 hot.","Gujarati Roti, Thepla recipe collection
Maharashtrian Breakfast
Indian Rotis
Tava
Lunch Roti
Rotis for dinner, Indian breads for dinner",,8
7,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Baked Methi Muthias,https://www.tarladalal.com/baked-methi-muthias-3561r,Baked Methi Muthias recipe - How to make Baked Methi Muthias,"For Baked Methi Muthias:
 1 cup chopped fenugreek (methi)
 5 tbsp whole wheat flour (gehun ka atta)
 1/4 cup besan (bengal gram flour)
 1 tsp ginger-green chilli paste
 1 tsp lemon juice
 1/4 tsp turmeric powder (haldi)
 1/4 tsp chilli powder
 1/2 tsp coriander-cumin seeds (dhania-jeera) powder
 1/2 tsp oil
 salt to taste
 1/2 tsp oil for greasing
 For Serving With Baked Methi Muthias:
 healthy green chutney","For baked methi muthias
To make 
baked methi muthias
, combine all the ingredients in a deep bowl and knead it into a soft dough using approx. ¼ cup of water.
Divide the dough into 12 equal portions, shape each portion roughly into an oval by rolling it between your palms and fingers.
Grease a baking tray with ½ tsp of oil and place them on a baking tray and bake in a pre-heated oven at 180°c (360°f) for 10 minutes, turn them over and bake them again for 5 minutes.
Serve the 
 immediately with healthy green chutney.","Gujarati Farsans
Baked Snacks
Evening Tea Snacks
Indian Party
Oven
Calcium Rich Starters & Snacks","Preparation Time: 10 mins, Cooking Time: 0 mins , Total Time: 30 mins , Baking time:     20 minutes   Baking temperature:     180°C (360°F), Baking time:     20 minutes   Baking temperature:     180°C (360°F)",12
8,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,Dry Fruit Gola ( Mumbai Roadside Recipes ),https://www.tarladalal.com/dry-fruit-gola--mumbai-roadside-recipes--33449r,Dry Fruit Gola ( Mumbai Roadside Recipes ) recipe - How to make Dry Fruit Gola ( Mumbai Roadside Recipes ),"(makes Approx. 2 Cups):
 3 cups milk
 1/2 cup sugar
 3/4 cup grated mava (khoya)
 Other Ingredients:
 8 cups ice cubes
 6 tbsp pineapple syrup  (readily available in the market)
 4 tbsp rose syrup  (readily available in the market)
 4 tbsp mixed fruit syrup  (readily available in the market)
 4 tbsp kala khatta syrup  (readily available in the market)
 4 tbsp kacchi kairi syrup  (readily available in the market)
 6 tbsp chopped mixed nuts (cashewnuts      ,       raisins       ,       pistachio etc.)
 6 tbsp grated mava (khoya)","For the rabadi
Boil the milk in a deep pan, add the sugar and simmer till it reduces to half its quantity, while stirring continuously.
Add the mava, mix well and simmer for another 2 minutes, while stirring continuously. Keep aside to cool and keep refrigerated till required.
How to proceed
Place 2 cups of ice cubes in an ice-crushing machine (refer handy tip) and crush till fine.
Place the crushed ice in a bowl, press it and unmould on a serving plate.
Pour 1½ tbsp of pineapple syrup evenly over it.
Pour ½ cup of rabadi and sprinkle 1½ tbsp of mava evenly over it
Pour 1 tbsp each of rose syrup, orange syrup, kala khatta syrup and kacchi kairi syrup evenly over it.
Sprinkle 1½  tbsp of nuts evenly over it and serve immediately.
Repeat with the remaining ingredients to make 3 more dryfruit golas.
Handy tip:
In the absence of an ice-crushing machine, lay out a clean towel and cover half of it with ice-cubes/ cracked ice pieces. Fold the other half of the cloth over it, and then crush the ice coarsely using a rolling pin.","Gujarati Sweet Mithai
Mumbai Street Food
Traditional Indian Mithai
Indian Sorbets /  Indian Frozen Desserts",,4
9,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=4,"Methi Thepla, Thepla Recipe Without Curds for Traveller",https://www.tarladalal.com/methi-thepla-thepla-recipe-without-curds-for-traveller-40726r,"Methi Thepla, Thepla Recipe Without Curds for Traveller recipe - How to make Methi Thepla, Thepla Recipe Without Curds for Traveller","For Methi Thepla:
 3 cups whole wheat flour (gehun ka atta)
 1 cup finely chopped fenugreek (methi)
 1 tsp green chilli paste
 2 tsp garlic (lehsun) paste
 1/2 tsp ginger (adrak) paste
 1 1/2 tsp chilli powder
 1 tbsp sugar
 1 tsp coriander-cumin seeds (dhania-jeera) powder
 1/2 tsp turmeric powder (haldi)
 1 tsp cumin seeds (jeera)
 1/4 tsp asafoetida (hing)
 3 tbsp oil
 1 tbsp sesame seeds (til)
 2 tbsp besan (bengal gram flour)
 salt to taste
 whole wheat flour (gehun ka atta) for rolling
 oil for cooking","For methi thepla
To make 
methi theplas
, combine all the ingredients in a deep bowl and knead into a semi-soft dough using enough water.
Divide the dough into 24 equal portions and roll out each portion into a 150 mm. (6"") diameter circle using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and cook each circle, on a medium flame, using oil, till it turns golden brown in colour from both the sides.
Cool, wrap in an aluminium foil, pack in an air-tight container and store the 
 in refrigerator.","Gujarati Roti, Thepla recipe collection
Gujarati Breakfast
Breakfast Theplas, Parathas
Indian Tiffin Box, Lunch box, Dabba
Indian Tawa
Tava
Kids Tiffin Box",,24
