,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
0,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Baghaar Sanwa Millet Fasting Recipe,https://www.tarladalal.com/baghaar-sanwa-millet-fasting-recipe-8766r,Baghaar Sanwa Millet Fasting Recipe recipe - How to make Baghaar Sanwa Millet Fasting Recipe,"100 gms sanwa millet (sama) , also called baghaar
 100 gms jaggery (gur)
 a pinch of salt
 1 tbsp ghee
 2 cardamoms
 2 cups water","Method
Roast baghaar in a cooker for atleast 5 minutes on a low flame.
Now add all the water and bring it to a boil.
Add ghee, jaggery, crushed cardamoms and salt. Bring to a boil and close the cooker.
After 2 whistles, lower the flame and keep for 5 min.
The baghaar is ready to serve.","Gujarati  Faral, Faraal","Preparation Time: 5 mins, Cooking Time: 20 mins, Total Time: 25 mins ,         ",6
1,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Sabudana Khichhdi,https://www.tarladalal.com/sabudana-khichhdi-8846r,Sabudana Khichhdi recipe - How to make Sabudana Khichhdi,"Sabudana - 2 cups
Peanuts - 1/2 cup
Boiled Potatoes-3
Green Chillies -2","Take sabudana and soak them in water for sometime. the sabudana should not be soaked for long as there are chances of forming lumps. so to avoid this, check that they are not very soft not to hard. strain the water and take out in muslin cloth and spread the sabudanas on the cloth for sometime till the cloth absorbs the  whole of water. on the othe
Take a serving bowl, add sabudanas, crushed peanuts, potatoes cut into small portions, green chillies and coriander leaves. mix well and  is ready to eat.","Gujarati  Faral, Faraal
Mahashivaratri
Navratri Vrat","Total Time: 0 mins , Preparation Time: 20 Minutes   Cooking Time: 10 mts   ",4
2,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Shabudhana Kichidi,https://www.tarladalal.com/shabudhana-kichidi-8912r,Shabudhana Kichidi recipe - How to make Shabudhana Kichidi,"1/2 cup green peas
 2 tbsp oil
 2 red chillies
 1/2 tsp cumin seeds (jeera)
 1 tsp ginger (adrak) paste
 1/2 tsp turmeric powder (haldi)
 1/2 tsp sugar
 salt to taste","Fry the shabudhana in a pan with no oil for 2 minutes and keep aside. 
Boil the moong dhaal until cooked and keep aside.
Heat oil in a pan.
Add the bay leaves, red chillis, jeera, green chillis and ginger paste. 
Add the vegetables and fry for 2 minutes.
Add 1/2 cup of water and cook until the vegetables are 3/4 cooked.
Add the haldi, jeera, dhania powders, salt and sugar. 
Add the shabudhana and dhaal and cook until the veges and shabu are cooked. 
Garnish with coriander leaves.","Gujarati  Faral, Faraal
collection of khichdi recipes","Preparation Time: 10, Cooking Time: 10, Total Time: 20 mins ,         ",3
3,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Soya Bean na Khakhra,https://www.tarladalal.com/soya-bean-na-khakhra-9037r,Soya Bean na Khakhra recipe - How to make Soya Bean na Khakhra,"500 grams soyabean flour
2 cup soya milk
salt to taste
50 grams wheat flour","Mix both flours and salt
Pour 2cup soya milk or only water.
Make a dough like rotli(chapati)
Keep the dough for 30 minutes
Mix dough very well with little oil
Roll thin rotli with the help of little wheat flour
Then roast it with the help of wooden dato on mediam  slow flame. 
One by one you have to do this.","Gujarati  Dry Snacks
Low Cal Breakfast
Breakfast Khakhras
Breakfast Theplas, Parathas
Soya Snacks, Starters
Indian Tawa
Tava","Cooking Time: 1 hour, Total Time: 1 hours, Preparation Time: 15 mimute       ",40
4,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Basen Nu Shak,https://www.tarladalal.com/basen-nu-shak-9059r,Basen Nu Shak recipe - How to make Basen Nu Shak,"To Be Blended Into A Smooth Paste:
 1/4 cup garlic (lehsun)
 1 tbsp cumin seeds (jeera)
 1 tbsp coriander (dhania) powder
 2 tbsp chilli powder
 salt to taste
 water as needed
 Other Ingredients:
 1 cup besan (bengal gram flour)
 salt to taste
 a pinch of turmeric powder (haldi)
 2 to 3 cloves (laung / lavang)
 4 tbsp oil
 1 tsp mustard seeds ( rai / sarson)
 1 tsp cumin seeds (jeera)
 1 tbsp curry leaves (kadi patta)  (optional)
 1 cup curds (dahi)","Method
Combine the besan, turmeric, salt and required water in a deep pan and prepare a smooth paste.
Cook on a slow flame, while stirring constantly, till the besan paste leaves the edges of pan.
Spread on a grease dish, cool and cut it in small square and keep aside.
Heat 4 tbsp oil in a pan and add the mustard seeds, cumin seeds, curry leaves and prepared paste and saute for 2 minutes.
Add 1 cup curd and 1 cup of water, mix well and bring the gravy to boil.
Add the besan pieces, mix well and simmer for 5 minutes.
Garnish with coriander and serve hot.",Gujarati Shaak Sabzi,"Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",4
5,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Soya Samosa  By smitathecook,https://www.tarladalal.com/soya-samosa--by-smitathecook-9062r,Soya Samosa  By smitathecook recipe - How to make Soya Samosa  By smitathecook,"DOUGH:
 1/2 tsp salt
 1/2 cup oil
 3/4 cup water
 SOYA STUFFING:
 1  tin of baked beans
 2 cups  boiled noodles
 3 cups  finely shredded cabbage
 2 cups chopped spring onions
 2 cups grated carrot
 1/2 cup chopped capsicum
 1 tsp soy sauce
 2 tbsp salad oil
 salt to taste
 oil for frying
 2 tbsp chopped green chillies
 2 tbsp chilli sauce","Dough
Sieve the flour.
Sprinkle salt.
Mix oil and water in a container.
Make a well in the flour.
Slowly pour the liquid and prepare the dough.
knead properly.
Stuffing
Heat the oil.
Add the onions, capsicums , carrot , salt and cabbage.
Heat , add baked beans and green chillies.
Heat, add noodles and soya sauce.
When slightly dry remove from heat.
Procedure
Divide the dough into small equal portions.
Roll each into a circle, place some stuffing in the centre.
Fold over and press to form a semi circle.
Bring both the corners together and press.
Repeat with the remaining  circles .
Then deep fry in oil till it has a golden tinge.","Punjabi Swadisht Nashta
Gujarati Farsans
Indian Snacks for Entertaining
Deep-fried Indian Starters
Soya Snacks, Starters
Deep Fry
Indian Party","Preparation Time: 30 minutes, Cooking Time: 20 minutes, Total Time: 50 mins ,         ",8
6,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Sabudana Khichadi N Kakadi Salad,https://www.tarladalal.com/sabudana-khichadi-n-kakadi-salad-9106r,Sabudana Khichadi N Kakadi Salad recipe - How to make Sabudana Khichadi N Kakadi Salad,"For Sabudana Khichadi::
 4 cups sago (sabudana), soaked in water for 3-4 hrs
 3 green chillies
 3 cups powdered peanuts
 salt to taste
 1 tsp sugar
 coriander (dhania) leaves
 cumin seeds (jeera)
 1 tbsp ghee
 For Kakdi Raita ::
 1  big sized or 2 small sized cucumbers
 1 cup curds (dahi)
 1 tbsp sugar
 salt to taste
 1 tbsp oil
 mustard seeds ( rai / sarson)
 coriander (dhania) leaves","For sabudana khichadi:
Heat ghee in a pan , add cumin seeds .. when seeds turn brown add green chillies keep for a min .
In a bowl , mix soaked sabudana , mungfali powder, salt and sugar , mix it well..
Add this mixture to the pan , mix well. steam
For 5-10 min till the sabudana is done.
Now garnish with coriendor seeds.
For kakdi raita:
Grate the cucumber . add curd , sugar, salt .
In a small pan heat oil, add mustard seeds.
When the seeds splutter , add this oil to cucumber n mix well .
Garnish with coriendor leave .","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
collection of khichdi recipes
Mahashivaratri
Navratri Vrat","Preparation Time: 15 min, Cooking Time: 15 min, Total Time: 30 mins ,         ",2
7,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Cutney for Fast,https://www.tarladalal.com/cutney-for-fast-9187r,Cutney for Fast recipe - How to make Cutney for Fast,"1 cup curds (dahi)
1/4 cup peanuts[roasted and crushed]
cilli-ginger paste
2 tbsp sugar","Mix all the above ingredien
Serve it with hot sabudana vadas.","Gujarati  Faral, Faraal
Mahashivaratri
Navratri Vrat","Preparation Time: 5 mins, Cooking Time: nil, Total Time: 5 mins ,         ",2
8,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Makai Mohanthal,https://www.tarladalal.com/makai-mohanthal-9403r,Makai Mohanthal recipe - How to make Makai Mohanthal,"1 kg corn (makai ke dane)  (fresh)
 200 gms mava (khoya)
 5 gms cardamoms
 4 to 5 saffron (kesar) strands
 500 gms sugar
 5 gms almonds (badam)
 5 gms pistachios
 1/2 nutmeg (jaiphal)
 250 gms white butter  (homemade)","Method
Blend the corn in a mixer into a smooth paste. Keep aide.
Heat the butter in a pan, add the corn and saute for 10 minutes.
Add the khoya and nuts, mix well and saute till the khoya tuns golden brown.
Prepare sugar syrup of 2 strings consistency using the sugar and add the prepared corn mixture to the syrup and mix well.
Add the cardamom powder, nutmeg and saffron and blend in a mixer till smooth.
Transfer the mixture into a greased plate and cool.
Cut into desired pieces and store refrigerated or serve immediately.",Gujarati Sweet Mithai,"Preparation Time: 20 mins, Cooking Time: 40 mins, Total Time: 1 hours,         ",1
9,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Toasted Stuffed Dhokla:,https://www.tarladalal.com/toasted-stuffed-dhokla-9415r,Toasted Stuffed Dhokla: recipe - How to make Toasted Stuffed Dhokla:,"FOR THE DHOKLA::
 2 cups white dhokla flour (readily available in local shops)
 1 1/2 cups  sour buttermilk
 1 tsp ginger-green chilli paste
 salt to taste
 1/2 tsp soda
 2 tsp oil
 3 to 4 tbsp  slightly warm water
 FOR THE STUFFING::
 1/2 to3/4 cup Green Chutney prepared adding mint leaves
 1 cup boiled mixed vegetables
 1  small capsicum chopped well
 salt to taste","for the dhokla:
Mix butter milk and water to the dhokla flour and allow to ferment for 8-10 hours.
Mix in salt  and chilli ginger paste to the batter.
Add soda mixed with 2 tsp oil.
Mix well and whip well for a minute.
Prepare 1/2 inch thick dhokla in a 8 inch lightly greased thali(with oil).
When cool trim the sides and divide into 4 parts.
Cut into sizes of bread slices.
For the stuffing:
Mix green chutney,boiled vegetables,chopped capsicum and salt as needed.
Assembling:
Spread the filling on 1 slice and cover with another slice.
Brush a little ghee on the outer sides and toast in a sandwich toaster till light brown.
Serve hot with chilled dahi.","Gujarati Farsans
Breakfast Dhokla
Steam
Steamer","Preparation Time: 20-25 mins, Cooking Time: 15-20 mins, Total Time: 45 mins ,         ",2
10,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=34,Sabudana Shira,https://www.tarladalal.com/sabudana-shira-9513r,Sabudana Shira recipe - How to make Sabudana Shira,"100 gms sago (sabudana)
 100 gms powdered almonds (badam)
 2 tbsp ghee
 100 gms sugar
 250 ml milk
 cardamom (elaichi) powder","Grind sabudana in a mixi
Put ghee in a kadai roast sabudana powder and almond powder till it is slightly pink in colour add milk
When milk is soaked up add sugar keep on stirring till it leaves the kadai garnish with elachi powder","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
Mahashivaratri
Navratri Vrat","Preparation Time: 10min, Cooking Time: 20min, Total Time: 30 mins ,         ",6
