recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,Gujarati Kadhi,https://www.tarladalal.com/gujarati-kadhi-106r,Gujarati Kadhi recipe - How to make Gujarati Kadhi,"For Gujarati Kadhi:
 2 cups fresh curd (dahi)
 5 tbsp besan (bengal gram flour)
 2 tsp ghee
 1/2 tsp cumin seeds (jeera)
 1/2 tsp mustard seeds ( rai / sarson)
 2 pinches of asafoetida (hing)
 5 curry leaves (kadi patta)
 salt to taste
 1 tsp ginger-green chilli paste
 2 tbsp sugar
 For The Garnish:
 2 tbsp finely chopped coriander (dhania)
 For Serving With Gujarati Kadhi:
 rotli
 puran poli
 khichdi","For gujarati kadhi
To make 
gujarati kadhi
, combine the curds and besan in a deep bowl and whisk well till no lumps remain.
Add 3 cups of water and mix well and keep aside.
Heat the ghee in a kadhai and add the cumin seeds and mustard seeds.
When the seeds crackle, add the asafoetida and sauté for a few seconds.
Add the prepared curds-besan-water mixture, curry leaves, salt, ginger-green chilli paste and sugar, mix well and bring to a boil for 2 minutes, while stirring continuously.
Reduce the flame and simmer the 
 for 10 to 12 minutes, while stirring occasionally.
Garnish the  kadhi with coriander and serve hot with rotli, puran poli and khichdi.","Collection of Gujarati Dals / Kadhis
Jain Dal, Jain  Kadhi
Kadhi recipes from all across India
Indian Party
Kadai Veg
Quick Dals / quick Kadhis
Calcium Dals & Kadhis","Preparation Time: 5 mins, Cooking Time: 17 mins, Total Time: 22 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,Raw Papaya and Cabbage Stir-fry,https://www.tarladalal.com/raw-papaya-and-cabbage-stir-fry-7447r,Raw Papaya and Cabbage Stir-fry recipe - How to make Raw Papaya and Cabbage Stir-fry,"For Raw Papaya and Cabbage Stir-fry:
 1 1/2 cups thickly grated raw papaya
 1 cup shredded cabbage
 1 1/2 tsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 2 pinches asafoetida (hing)
 1 slit green chilli
 1/2 cup thinly sliced capsicum
 1/4 tsp turmeric powder (haldi)
 salt to taste
 1/2 tsp lemon juice
 For The Garnish:
 2 tbsp finely chopped coriander (dhania)","For raw papaya and cabbage stir-fry
To make 
raw papaya and cabbage stir-fry
, heat the oil in a broad non-stick pan and add the mustard seeds.
When the seeds crackle, add the asafoetida and green chilli and sauté on a medium flame for a few seconds.
Add the raw papaya, cabbage, capsicum, turmeric powder and salt and sauté on a high flame for 2 minutes.
Add the lemon juice and mix well.
Serve the raw papaya and cabbage stir-fry immediately garnished with coriander.","Gujarati Shaak Sabzi
Gujarati Kachumber / Chutneys / Achar
Non-stick Pan
Diabetic Salads 
Healthy Quick Snack Ideas
Healthy Snacky Meals
Low Calorie Indian Dinner","Preparation Time: 10 mins, Cooking Time: 3 mins, Total Time: 13 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,Turai Aur Moong ki Dal,https://www.tarladalal.com/turai-aur-moong-ki-dal-3577r,Turai Aur Moong ki Dal recipe - How to make Turai Aur Moong ki Dal,"1/4 cup yellow moong dal (split yellow gram)
 2 cups  peeled and chopped ridge gourd (turai)
 1/4 cup  finely chopped onions
 1 tsp ginger-green chilli paste
 1/4 tsp turmeric powder (haldi)
 1/4 tsp cumin seeds (jeera)
 a pinch of asafoetida (hing)
 1 tsp chilli powder
 1/4 tsp garam masala
 1 tsp oil
 salt to taste
 For the garnish:
 2 tbsp chopped coriander (dhania)","Main Procedure
Clean and wash the moong dal.  
Combine the moong dal, turai, onion, ginger-green chilli paste and turmeric powder with 2 cups of water and pressure cook for 2 to 3 whistles or until the dal is cooked. 
For the tempering, heat the oil in a non-stick pan, add the cumin seeds, asafoetida, chilli powder and garam masala and fry till the seeds crackle.  
Pour this tempering over the prepared dal. Add salt and simmer for 5 to 7 minutes. 
Serve hot, garnished with the coriander.","Collection of Gujarati Dals / Kadhis
 Popular Dals from all over India
Low Calorie Dals, Low Calorie Kadhis
Indian Pressure Cooker
Healthy Pressure Cooker
Pressure Cooker Vegetables
Pressure Cooker","Preparation Time: 15 mins., Cooking Time: 20 mins., Total Time: 35 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Valor Papdi Nu Shak, Winter Sabzi",https://www.tarladalal.com/valor-papdi-nu-shak-winter-sabzi-41454r,"Valor Papdi Nu Shak, Winter Sabzi recipe - How to make Valor Papdi Nu Shak, Winter Sabzi","For Valor Papdi Nu Shak:
 2 1/2 cups chopped valor papdi
 3 tbsp freshly grated coconut
 4 tbsp finely chopped coriander (dhania)
 1 tsp garlic (lehsun) paste
 2 tsp green chilli paste
 2 tsp sugar
 salt to taste
 1 1/2 tbsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 1/4 tsp asafoetida (hing)
 a pinch of baking soda
 1 tsp lemon juice
 For Serving With Valor Papdi Nu Shak:
 chapatis","For valor papdi nu shak
To make 
valor papdi nu shak
, combine the coconut, coriander,  garlic paste, green chilli paste, sugar and salt in a bowl, mix well and keep aside.
Heat the oil in a broad non-stick pan, add mustard seeds and asafoetida and sauté on a medium flame for 30 seconds.
Add the valor papdi and baking soda, cover with a lid and cook on a medium flame for 5 to 7 minutes, while stirring occasionally.
Add the coconut-coriander mixture, mix gently and cook on a medium flame for 2 minutes while stirring occasionally.
Add the lemon juice and mix well.
Serve the valor papdi nu shak hot with chapatis.","Gujarati Shaak Sabzi
Dinner
Sukhi Sabzis
Traditional Indian Sabzis
Indian Party
Non-stick Pan
Indian Travel Food Sabzi","Preparation Time: 20 mins, Cooking Time: 10 mins, Total Time: 30 mins ,         ",3
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Cucumber Raita, Kakdi ka Raita, Kheera Raita",https://www.tarladalal.com/cucumber-raita-kakdi-ka-raita-kheera-raita-41658r,"Cucumber Raita, Kakdi ka Raita, Kheera Raita recipe - How to make Cucumber Raita, Kakdi ka Raita, Kheera Raita","For Cucumber Raita:
 1 1/2 cups thickly grated cucumber
 1 1/4 cups curd (dahi)
 1 tsp green chilli paste
 1 tsp cumin seeds (jeera) powder
 1 tsp powdered sugar
 salt to taste
 1 tbsp oil
 1/4 tsp cumin seeds (jeera)
 1/4 tsp mustard seeds ( rai / sarson)
 1/4 tsp asafoetida (hing)
 1 tbsp finely chopped coriander (dhania)","For cucumber raita
To make 
cucumber raita
, squeeze the cucumber and remove all the excess water. Drain the water and keep the cucumber aside.
Whisk the curds well using a whisk.
Add the green chilli paste, cumin seeds powder, powdered sugar and salt and mix well.
Add the cucumber, mix well and refrigerate for at least30 minutes.
Heat the oil in a small non-stick pan, add the cumin seeds, mustard seeds and asafoetida and sauté on a medium flame for 30 seconds.
When the seeds crackle, add the tempering to the curds-cucumber mixture and mix well.
Add the coriander and mix well.
Serve the  cucumber raita chilled.","Punjabi Raita | Punjabi  Chutney | Achar 
Gujarati Kachumber / Chutneys / Achar
Raitas
Indian Party
Healthy Raitas / Kachumber
Lunch Raita
Raita for dinner","Preparation Time: 5 mins, Cooking Time: 1 mins, Total Time: 6 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,Chawli Batate Nu Shaak,https://www.tarladalal.com/chawli-batate-nu-shaak-35932r,Chawli Batate Nu Shaak recipe - How to make Chawli Batate Nu Shaak,"For Chawli Batate Nu Shaak:
 2 1/4 cups stringed and chopped long beans (chawli bhaji)
 1 cup peeled and cubed potatoes
 2 tbsp oil
 1/4 tsp mustard seeds ( rai / sarson)
 1/4 tsp carom seeds (ajwain)
 a pinch of baking soda
 salt to taste
 1/4 tsp asafoetida (hing)
 1/4 tsp turmeric powder (haldi)
 1 tsp chilli powder
 1 1/2 tsp coriander (dhania) seeds powder
 1/4 tsp sugar","For chawli batate nu shaak
To make 
chawli batate nu shaak
, heat the oil in a deep non-stick pan and add the mustard seeds and carom seeds and cook it for few seconds.
Add the asafoetida, turmeric powder, chawli, potatoes, soda bi-carb and salt, mix well and sprinkle a little water, cover and cook on slow flame for 8 to 10 minutes or till the potatoes are cooked, while stirring occasionally.
Add the chilli powder, coriander seeds powder and sugar, mix well and cook on a medium flame for more 2 minutes, while stirring once in between.
Serve the batate nu shaak hot.","Gujarati Shaak Sabzi
Quick Sabzis
Sukhi Sabzis
Semi-Dry Sabzis
Traditional Indian Sabzis
Non-stick Pan
Lunch Sabzi","Preparation Time: 15 mins, Cooking Time: 13 mins, Total Time: 28 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Chana, Tuvar and Green Moong Dal, Trevati Dal",https://www.tarladalal.com/chana-tuvar-and-green-moong-dal-trevati-dal-38470r,"Chana, Tuvar and Green Moong Dal, Trevati Dal recipe - How to make Chana, Tuvar and Green Moong Dal, Trevati Dal","For Chana ,  Tuvar and Green Moong Dal:
 1/2 cup chana dal (split bengal gram)
 1/2 cup toovar (arhar) dal
 1/2 cup green moong dal (split green gram)
 1 tsp cumin seeds (jeera)
 2 cloves (laung / lavang)
 2 bay leaves (tejpatta)
 2 whole dry kashmiri red chillies
 1/4 tsp asafoetida (hing)
 1/2 cup finely chopped onions
 2 tsp finely chopped green chillies
 2 tbsp finely chopped garlic (lehsun)
 1 tsp chopped ginger (adrak)
 1/2 cup chopped tomatoes
 1 tsp chilli powder
 1/4 tsp turmeric powder (haldi)
 1 tbsp lemon juice
 2 tbsp oil
 salt to taste
 For The Garnish:
 2 tbsp finely chopped coriander (dhania)","For chana, tuvar and green moong dal
To make 
chana, tuvar and green moong dal
, clean, wash and soak the dals in water about 30 minutes. Drain.
Combine the soaked dals, salt and 3½ cups of water in a pressure cooker and pressure cook for 2 whistles.
Allow the steam to escape before opening the lid. Keep aside.
Heat the oil in a pan, add the cumin seeds, cloves, bayleaves, red chillies and asafoetida and sauté on a medium flame for a few seconds.
Add the onions, green chillies, garlic and ginger and sauté on a medium flame for 1 to 2 minutes.
Add the tomatoes, chilli powder and turmeric powder, mix well and cook on a medium flame for 3 to 4 minutes or till the oil separates from the masala.
Add the dals and 2 cups of water, lemon juice and salt and simmer for 10 minutes.
Serve the  chana, tuvar and green moong dal hot garnished with the chopped coriander.
Handy tip :
To make a ""jain"" trevati dal, omit the onions, ginger and garlic and proceed as per the recipe.","Collection of Gujarati Dals / Kadhis
 Popular Dals from all over India
Celebration Dals
Indian Pressure Cooker
Pressure Cooker Vegetables
Indian Party
Pan","Preparation Time: 15 mins, Cooking Time: 30 mins, Total Time: 45 mins ,         ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Green Pea Poha, Matar Poha",https://www.tarladalal.com/green-pea-poha-matar-poha-4655r,"Green Pea Poha, Matar Poha recipe - How to make Green Pea Poha, Matar Poha","For Green Pea Poha:
 3 cups thick beaten rice (jada poha)
 2 tbsp oil
 2 tsp mustard seeds ( rai / sarson)
 8 curry leaves (kadi patta)
 1 tsp asafoetida (hing)
 1 tbsp finely chopped green chillies
 3/4 cup finely chopped onions
 1/2 cup finely chopped tomatoes
 3/4 cup boiled green peas
 1 1/4 tsp turmeric powder (haldi)
 2 tsp sugar
 salt to taste
 2 tbsp finely chopped coriander (dhania)
 1 tbsp lemon juice
 For The Topping:
 2 tbsp freshly grated coconut
 2 tbsp sev
 2 tbsp pomegranate (anar)","For green pea poha
To make 
green pea poha
, clean and wash the rice flakes in enough water and drain without using strainer. Keep aside.
Heat the oil in a deep non-stick pan, add the mustard seeds, curry leaves and asafoetida and sauté on a medium flame for a few seconds.
Add the green chillies and onions and sauté on a medium flame for 2 minutes.
Add the tomatoes and green peas and sauté on a medium flame for 1 minute.
Add the turmeric powder, poha, sugar, salt,  coriander and 2 tbsp of water, mix well and cook on a medium flame for 2 to 3 minutes.
Add the lemon juice and mix well.
Top it with coconut, sev and pomegranate evenly over it and serve immediately.","Gujarati Farsans
Maharashtrian Snacks Nashta
Maharashtrian Breakfast
Mumbai Street Food
Breakfast Upma, Poha
Indian Snacks for Entertaining
Evening Tea Snacks","Preparation Time: 15 mins, Cooking Time: 7 mins, Total Time: 22 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Buckwheat Khichdi, Farali Kutto Khichdi Recipe, Vrat Recipe, Fasting Recipe",https://www.tarladalal.com/buckwheat-khichdi-farali-kutto-khichdi-recipe-vrat-recipe-fasting-recipe-33302r,"Buckwheat Khichdi, Farali Kutto Khichdi Recipe, Vrat Recipe, Fasting Recipe recipe - How to make Buckwheat Khichdi, Farali Kutto Khichdi Recipe, Vrat Recipe, Fasting Recipe","For Buckwheat Khichdi:
 1 cup buckwheat (kuttu or kutti no daro)
 1/2 cup curd (dahi)
 1 tbsp oil
 1 tsp cumin seeds (jeera)
 1/2 cup raw potato cubes
 1 tbsp ginger-green chilli paste
 rock salt (sendha namak) or table salt to taste
 2 tbsp roasted and coarsely powdered peanuts
 1/2 tsp lemon juice
 For The Garnish:
 1 tbsp finely chopped coriander (dhania) optional
 1 tsp roasted sesame seeds (til)
 For Serving With Buckwheat Khichdi:
 peanut kadhi","For buckwheat khichdi
To make 
buckwheat khichdi
, clean, wash and soak the buckwheat in enough water for 2 hours. Drain and keep aside.
Combine 1½ cups of water and curds in a deep bowl and whisk well. Keep aside.
Heat the oil in a deep non-stick pan and add cumin seeds.
When the seeds crackle, add the potatoes, mix well and cover and cook on a medium flame for 2 to 3 minutes or till the potatoes are half cooked, while stirring occasionally.
Lower the flame, add the ginger-green chilli paste, buckwheat, curds-water mixture and rock salt, mix well and cover and cook on a slow flame for 5 to 6 minutes, while stirring occasionally.
Add the peanuts and lemon juice, mix well and cook on a medium flame for 1 minute.
Garnish buckwheat khichdi with coriander and sesame seeds and serve immediately with peanut kadhi.","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
Sankashti Chaturthi Recipes
Dussehra recipes | Dussehra Sweets
Mahashivaratri
Janmashtami
Navratri Vrat","Preparation Time: 10 mins, Cooking Time: 11 mins, Total Time: 2 hours 21 minutes, Soaking Time:  2 hours           ",2
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=1,"Cabbage Jowar Muthias, How To Make Muthia At Home",https://www.tarladalal.com/cabbage-jowar-muthias-how-to-make-muthia-at-home-33147r,"Cabbage Jowar Muthias, How To Make Muthia At Home","For Cabbage Jowar Muthias:
 1 cup grated cabbage
 1 cup jowar (white millet) flour
 1/4 cup curd (dahi)
 1 tbsp chopped coriander (dhania)
 1/2 tbsp lemon juice
 1 tsp ginger-green chilli paste
 1 tsp garlic (lehsun) paste
 1/2 tsp turmeric powder (haldi)
 1/2 tsp asafoetida (hing)
 1 tbsp sugar
 salt to taste
 1 1/2 tbsp oil
 1 tsp cumin seeds (jeera)
 3 to 4 curry leaves (kadi patta)
 For The Garnish:
 1 tbsp finely chopped coriander (dhania)
 For Serving With Cabbage Jowar Muthias:","For cabbage jowar muthias
To make 
cabbage jowar muthias
, combine the cabbage, jowar flour, curds, coriander, lemon juice, ginger-green chilli paste, garlic paste, turmeric powder, ¼ tsp of asafoetida, sugar and salt in a deep bowl and knead into a soft dough using approx. ¼ cup of water.
Divide the dough into 2 equal portions and shape each portion into 125 mm. (5"") cylindrical roll.
Arrange both the rolls on a greased sieve and steam in a steamer for 20 to 25 minutes. Allow it to cool completely.
Once cooled, cut each roll into 13 mm. (½”) thick slices and keep aside.
Heat the oil in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the remaining ¼ tsp of asafoetida and curry leaves and sauté for a few seconds.
Add the sliced 
, mix well and cook on a medium flame for 2 to 3 minutes or till they turn light brown in colour, while tossing gently and occasionally.
Garnish the  cabbage jowar muthias with coriander and serve hot with green chutney.","Gujarati Farsans
Gujarati Breakfast
Easy Indian Veg
Quick breakfast
Jain Breakfast
Breakfast Dhokla
Quick Evening Snacks","Preparation Time: 10 mins, Cooking Time: 29 mins, Total Time: 39 mins ,         ",2
