,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
0,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Diabetic Puranpoli,https://www.tarladalal.com/diabetic-puranpoli-7472r,Diabetic Puranpoli recipe - How to make Diabetic Puranpoli,"For The Dough:
 3/4 cup whole wheat flour (gehun ka atta)
 2 tbsp low-fat milk ,  99.7% fat-free
 1/2 tsp oil
 For The Filling:
 1/2 cup chana dal (split bengal gram)
 1 tbsp sugar substitute
 2 1/2 tsp readymade milk masala powder
 Other Ingredients:
 whole wheat flour (gehun ka atta) for rolling
 1 tsp ghee for cooking","For the dough
Combine all the ingredients and knead into a soft dough using enough water.
Cover the dough with a lid and keep aside for 15 minutes.
For the filling
Clean, wash and soak chana dal in enough hot water for 2 hours.
Drain the soaked chana dal, add ½ cup of water and cook in a pressure cooker for 2 whistles.
Allow the steam to escape before opening the lid.
4. Lightly mash the cooked dal, add the sugar substitute , milk masala powder and mix well.
Divide the stuffing into 4 equal portions and keep aside.
How to proceed
Divide the dough into 8 equal portions.
Roll 2 portions into a 100 mm. (4”) diameter circle using little whole wheat flour for rolling.
Place 1 circle on a clean, dry surface, place a portion of the filling on the top of the circle in the centre.
Cover it another rolled circle and  remove the edges with the help of a pizza cutter. Roll again into a 100 mm. . (4”) diameter circle using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and cook it on a medium flame, using ¼ tsp of ghee, till it turns light brown in colour from both the sides.
Repeat steps 2 to 5 to make 3 more puranpolis.
Serve immediately.","Gujarati Sweet Mithai
Traditional Indian Mithai
Indian Pressure Cooker
Indian Tawa
Desserts for Entertaining
Pressure Cooker
Tava","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 2 hours 30 minutes, Soaking time:  2 hours           ",4
1,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Sabudana Khichdi in Microwave,https://www.tarladalal.com/sabudana-khichdi-in-microwave-2749r,Sabudana Khichdi in Microwave recipe - How to make Sabudana Khichdi in Microwave,"For Sabudana Khichdi In Microwave:
 1 cup sago (sabudana)
 2 tbsp oil
 1/2 tsp cumin seeds (jeera)
 5 curry leaves (kadi patta)
 3/4 cup boiled potato cubes
 1/2 cup roasted and coarsely crushed peanuts
 2 tbsp finely chopped coriander (dhania)
 1 tsp green chilli paste
 2 tsp lemon juice
 1 1/2 tsp sugar
 salt to taste
 For Serving With Sabudana Khichdi In Microwave:
 curds (dahi)","For sabudana khichdi in microwave
To make 
sabudana khichdi in microwave
, wash the sago. Drain and place them in a deep bowl, add approx. ½ cup of water and mix gently. Cover with  a lid and keep aside for 8 hours.
Combine the oil, cumin seeds and curry leaves in a microwave safe bowl and microwave on high for 1 minute.
Add the boiled potatoes, microwave on high for half a  minute.
Add the soaked sabudana, peanuts, coriander, green chilli paste, lemon juice, sugar and salt, mix gently and microwave on high for 4 minutes, while stirring once in between.
Serve the 
sabudana khichdi
 hot with curds.","Punjabi Sweets
Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
Mughlai Mithai
One Dish Vegetarian Meals
collection of khichdi recipes
Microwave","Preparation Time: 15 mins, Cooking Time: 6 mins, Total Time: 8 hours 21 minutes, Soaking time:       8 hours           ",4
2,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Bajra Aloo ki Roti,https://www.tarladalal.com/bajra-aloo-ki-roti-3015r,Bajra Aloo ki Roti recipe - How to make Bajra Aloo ki Roti,"Bajra Aloo ki Roti:
 2 cups bajra (black millet) flour
 3/4 cup boiled  ,  peeled and mashed potatoes
 1/4 cup finely chopped onions
 1/4 cup fresh grated coconut
 1/4 cup finely chopped coriander (dhania)
 2 tsp ginger-green chilli paste
 1 tsp dried mango powder (amchur)
 1 tsp garam masala
 salt to taste
 bajra (black millet) flour for rolling
 ghee for cooking
 For Serving With Bajra Aloo ki Roti:
 pickle","Method
Combine all the ingredients in a deep bowl and knead into a soft dough using enough water.
Divide the dough into 12 equal portions.
Roll out a portion of the dough into a 150 mm. (6"") diameter circle using a little bajra flour for rolling.
Heat a non-stick tava (griddle) and cook the roti on a medium flame, using a little ghee, till it turns golden brown in colour from both the sides.
Repeat steps 3 and 4 to make 11 more rotis.
Serve immediately with a pickle of your choice.","Gujarati One Dish Meal
Breakfast Theplas, Parathas
Indian Rotis
All-in-one Parathas
Mother's Day
Indian Party
Tava","Preparation Time: 15 mins, Cooking Time: 20 mins, Total Time: 35 mins ,         ",12
3,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Baked Methi Puris,https://www.tarladalal.com/baked-methi-puris-2947r,Baked Methi Puris recipe - How to make Baked Methi Puris,"For Baked Methi Puris:
 1 cup whole wheat flour (gehun ka atta)
 1/2 cup finely chopped fenugreek (methi)
 1/2 tsp turmeric powder (haldi)
 1 tsp chilli powder
 1 tsp coriander-cumin seeds (dhania-jeera) powder
 2 tsp oil
 salt to taste
 1/4 tsp oil for greasing","For baked methi puris
To make 
baked methi puri
, combine all the ingredients in a bowl and knead into a stiff dough using enough water. Keep aside for 10 to 15 minutes.
Divide the dough into 20 equal portions.
Roll out each portion into a circle of about 75 mm. (3"") diameter and prick all over using a fork.
Grease a baking tray using oil, place 10 to 12 puris at a time on it.
Bake in a pre-heated oven at 180°c (360°f) for 18 minutes or till the puris are crisp and golden brown in colour, while turning them once in between after 9 minutes.
Repeat steps 4 and 5 to bake the remaining puris.
Cool and serve or store the 
 in an air-tight container.","Course
Gujarati  Dry Snacks
Advanced Recipes
Baked Snacks
Indian Jar Snacks
Evening Tea Snacks
Indian Cancer Patients","Preparation Time: 10 mins, Cooking Time: 0 mins , Total Time: 51 mins ,     Baking Time:    41 minutes   Baking Temperature:     180°C (360°F).       ",20
4,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Nachni Sesame Khakhra ( Iron and Calcium Rich Recipe ),https://www.tarladalal.com/nachni-sesame-khakhra--iron-and-calcium-rich-recipe--35090r,Nachni Sesame Khakhra ( Iron and Calcium Rich Recipe ) recipe - How to make Nachni Sesame Khakhra ( Iron and Calcium Rich Recipe ),"For Nachni Sesame Khakhra:
 1/2 cup ragi (nachni / red millet) flour
 1/2 cup whole wheat flour (gehun ka atta)
 2 tbsp roasted sesame seeds (til)
 1/4 tsp turmeric powder (haldi)
 1/2 tsp chilli powder
 salt to taste
 2 1/4 tsp oil for kneading and cooking
 whole wheat flour (gehun ka atta) for rolling","Method
Combine all ingredients in a bowl and knead into a firm dough, using enough warm water. Keep aside for 10 minutes.
Knead again using ¼ tsp of oil and divide it into 8 equal portions.
Roll out each portion into a 150 mm. (6”) diameter thin circle, using a little wheat flour for rolling.
Heat a non-stick tava (griddle) and cook each khakhra on a slow flame using ¼ tsp of oil till pink spots appear on both the sides.
Continue cooking the khakhra on a slow flame, while pressing with a folded muslin cloth till it turns crisp and brown on both the sides.
Serve immediately or store in an air-tight","Gujarati  Dry Snacks
Gujarati Breakfast
Low Cal Breakfast
Breakfast Khakhras
School Time Snacks
Evening Tea Snacks
Tava","Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",8
5,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Samosa ( Gujarati Recipe),https://www.tarladalal.com/samosa--gujarati-recipe-562r,Samosa ( Gujarati Recipe) recipe - How to make Samosa ( Gujarati Recipe),"For The Covering:
 1/2 cup whole wheat flour (gehun ka atta)
 salt to taste
 1 tsp oil
 whole wheat flour (gehun ka atta) for rolling
 For The Samosa Filling:
 3/4 cup peeled and chopped potatoes
 3/4 cup coarsely crushed green peas
 3/4 finely chopped cabbage
 3/4 tbsp oil
 1/3 cup finely chopped onions
 1 1/2 tsp ginger-green chilli paste
 3/4 tbsp sugar
 1/2 tbsp lemon juice
 salt to taste
 3 tbsp chopped coriander (dhania)
 Other Ingredients For The Samosa:
 2 tbsp plain flour (maida) dissolved in 1 tbsp
 oil for deep- frying
 For Serving With The Samosa:
 green chutney","For the covering
Sieve the flour and salt together.
Transfer it in a bowl, add the oil and knead into a soft dough using enough water. Keep aside.
For the samosa filling
Heat the oil in a broad pan, add the onions and sauté on a medium flame till the onions turn golden brown in colour. Sprinkle a little water if required.
Add the potatoes and green peas, mix well and cook on medium flame, till the potatoes are soft, while stirring at regular intervals. Sprinkle little water if required.
Add the cabbage, ginger-green chilli paste, sugar, lemon juice and salt and mix well.
Cover and cook on a slow flame for 5 minutes or till the vegetables are cooked.
Remove from the flame, add the coriander and mix well.
Cool slightly and divide the filling into 18 equal portions. Keep aside.
How to proceed to make samosa
Divide the dough into 6 equal portions.
Roll out each portion into a very thin 200 mm. (8"") diameter circle using a little wheat flour.
Heat a non-stick tava (griddle) and cook each chapati on both sides for a few seconds.
Divide each chapati into three long pieces and make a cone of each strip.
Stuff a cone with a portion of the prepared filling.
Seal the edges carefully with the help of the flour-water paste.
Repeat the steps 5 ans 6 to make 17 more samosas.
Heat the oil in kadhai and deep-fry a few 
samosas
at a time on a medium flame till they turn crisp and golden brown in colour from all the sides.
Drain the 
 on an absorbent paper and serve hot with green chutney","Gujarati Farsans
Comfort Foods
Indian Snacks for Entertaining
Deep-fried Indian Starters
Deep Fry
Raksha - Bandhan
Ganesh Chaturthi","Preparation Time: 15  mins, Cooking Time: 35 mins, Total Time: 50 mins ,         ",18
6,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Puran Poli ( Gujarati Recipe),https://www.tarladalal.com/puran-poli--gujarati-recipe-637r,Puran Poli ( Gujarati Recipe) recipe - How to make Puran Poli ( Gujarati Recipe),"For The Puran Poli Dough:
 2 cups whole wheat flour (gehun ka atta)
 2 tbsp oil
 For The Puran Poli Filling:
 1 cup toovar (arhar) dal , wash and drained
 1 1/4 cups chopped jaggery (gur)
 a few saffron (kesar) strands
 2 tbsp ghee
 1/4 tsp cardamom (elaichi) powder
 Other Ingredients For Puran Poli:
 whole wheat flour (gehun ka atta) for rolling
 ghee for smearing","For the puran poli dough
Combine the flour and oil in a bowl and knead into a soft dough using enough water.
Divide the dough into 15 equal portions and keep aside.
For the puran poli filling
Dissolve the saffron in a 2 tsp water in a bowl, mix well and keep aside for 15 to 20 minutes.
Combine the dal with 1½ cups of water in a presser cooker, mix well and pressure cook for 3 whistles.
Allow the steam to escape before opening the lid.
Heat the ghee in a broad non-stick pan, add the dal and jiggery, mix well and cook on a medium flame for 10 to 12 minutes or till the mixture thickens, while stirring continuously and mashing at regular intervals.
Add the cardamom powder and saffron-water mixture and mix well.
Cool slightly and divide it into 15 equal portions. Keep aside.
How to proceed to make puran poli
To make 
puran poli
, roll out one portion of the dough into a 100 mm. (4"") diameter circle using a little whole wheat flour for rolling.
Place a portion of the filling in the center and fold the edges of the dough over the filling. Pinch the edges together to seal the filling.
Flatten the dough and roll again into a 100 mm. (4"") diameter circle, using a little whole wheat flour for rolling.
Cook on a tava (griddle) over a medium flame, till it turns golden brown in colour from both the sides.
Repeat with the remaining dough and filling to make 14 more 
puran polis
.
Smear a little ghee on each 
 and serve hot.","Gujarati Roti, Thepla recipe collection
Jain Rotis, Jain Parathas
Whole Wheat Recipes
Indian Tiffin Box, Lunch box, Dabba
Indian Rotis
Traditional Indian Mithai
Holi recipes","Preparation Time: 10 mins, Cooking Time: 60 mins, Total Time: 1 hours 10 minutes,         ",15
7,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,Upvaas Thalipeeth (  Faraal Recipe),https://www.tarladalal.com/upvaas-thalipeeth---faraal-recipe-32557r,Upvaas Thalipeeth (  Faraal Recipe) recipe - How to make Upvaas Thalipeeth (  Faraal Recipe),"Upvaas Thalipeeth:
 1/2 cup rajgira (amaranth) flour
 1/4 cup peeled and grated raw potatoes
 2 tbsp roasted and coarsely crushed peanuts
 1 tsp green chilli paste
 1/2 tsp lemon juice
 rock salt (sendha namak) to taste
 2 tbsp finely chopped coriander (dhania)
 1 tsp ghee for greasing and cooking
 For Serving With The Upvaas Thalipeeth:
 green chutney","For upvaas thalipeeth
To make the 
upvaas thalipeeth
, combine all the ingredients in a deep bowl and knead into a soft dough using approx. 1 ½  tbsp water.
Divide the dough into 4 equal portions and keep aside.
Heat a non-stick tava (griddle) and grease it lightly with ghee.
Grease your fingers with a little ghee, place a portion of the dough on the tava (griddle) and pat it evenly with greased fingers to form a 100 mm. (4”) diameter circle.
Cook, using a 1 tsp ghee (½ tsp on each side), till they turn golden brown spots appear on both the sides.
Repeat steps 4 and 5 to make 3 more upvaas thalipeeth.
Serve the 
 hot with green chutney.","Gujarati  Faral, Faraal
Maharashtrian Breakfast
Evening Tea Snacks
Dussehra recipes | Dussehra Sweets
Foods to cook in August","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",4
8,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,"Khatta Dhokla, Gujarati Recipe",https://www.tarladalal.com/khatta-dhokla-gujarati-recipe-546r,"Khatta Dhokla, Gujarati Recipe recipe - How to make Khatta Dhokla, Gujarati Recipe","For Khatta Dhokla:
 2 cups khatta dhokla flour
 1 tsp fenugreek (methi) seeds
 1/2 cup sour curd (dahi)
 1/4 cup white butter
 1 tsp green chilli paste
 1/2 tsp ginger (adrak) paste
 1 tsp oil
 1 tsp baking soda
 Other Ingredients For Khatta Dhokla:
 chilli powder for sprinkling
 freshly ground black pepper (kalimirch) for sprinkling
 1/4 tsp oil for greasing","For khatta dhokla
Combine the khatta dhokla flour, methi seeds, sour curds, white butter and warm water (approx. 2 1/4 cups) in a bowl and mix well using hands. Cover and keep aside to ferment for atleast 8 to 10 hours.
Mix the fermented batter well, add green chilli, ginger paste and salt. Mix well.
Add oil, baking soda and 1½ tbsp of water and mix very well.
Divide the batter into 3 equal portions.
Grease a 175 mm. (7"") diameter thali using oil.
Pour 1 portion of the batter immediately into the greased thali and shake the thali clockwise to spread it to make an even layer.
Sprinkle little chilli powder evenly over it and steam in a steamer for 10 minutes or till the dhoklas are cooked. You can also sprinkle little black pepper powder.
Cool slightly and cut into diamond shaped equal pieces.
Repeat the steps 6 to 8 to make 2 more thalis.
Serve the 
khatta dhokla
 immediately with green chutney.","Gujarati Farsans
Gujarati Breakfast
Breakfast Dhokla
Kitty Party Snacks
Picnic Easy
Indian Travel Food Dhokla","Preparation Time: 5 mins, Cooking Time: 35 mins, Total Time: 8 hours 40 minutes, Soaking Time:   Overnight           ",3
9,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=10,"Sprouts, Spring Onion and Tomato Salad",https://www.tarladalal.com/sprouts-spring-onion-and-tomato-salad-2957r,"Sprouts, Spring Onion and Tomato Salad recipe - How to make Sprouts, Spring Onion and Tomato Salad","For Sprouts ,  Spring Onion and Tomato Salad:
 2 1/2 cups soaked and boiled mixed sprouts
 1/2 cup sliced spring onions
 1/2 cup tomato cubes
 2 tbsp finely chopped coriander (dhania)
 To Be Mixed Into A Dressing:
 2 tbsp lemon juice
 1 tsp chaat masala
 1/4 tsp black salt (sanchal)
 salt and to taste","For sprouts, spring onion and tomato salad
To make 
sprouts, spring onion and tomato salad
, combine all the ingredients, except the dressing, in a deep bowl and toss well.
Refrigerate for at least 1 hour.
Just before serving, pour the dressing over the salad and toss well.
Serve the 
 immediately.","Gujarati Kachumber / Chutneys / Achar
Indian Salads with dressing
Wholesome Salads (Salads that make a meal)
Healthy Indian Acidity recipes
Pregnancy Salads
Pregnancy First Trimester
Acidity Salads","Preparation Time: 10 mins, Cooking Time: 0 mins , Total Time: 10 mins ,         ",4
