recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Healthy Oondhiya,https://www.tarladalal.com/healthy-oondhiya-3569r,Healthy Oondhiya recipe - How to make Healthy Oondhiya,"For the oondhiya:
 2 cups surti papdi (fresh vaal)
 1 1/4 cups purple yam (kand), peeled and cut into cubes
 1 cup baby potatoes
 1 1/4 cups sweet potatoes (shakarkand), peeled and cubed
 3 to 4  small sized brinjals (baingan / eggplant)
 1/2 tsp carom seeds (ajwain)
 a pinch of baking soda
 salt to taste
 To be mixed into a masala:
 1 cup chopped coriander (dhania)
 1/2 cup beaten rice (poha)
 1/4 cup green garlic (hara lehsun), chopped
 3 tsp coriander-cumin seeds (dhania-jeera) powder
 1 tsp ginger-green chilli paste
 1 tsp chilli powder
 1 tsp sugar
 1/2 tsp carom seeds (ajwain)
 1/4 tsp turmeric powder (haldi)
 1/4 tsp asafoetida (hing)
 1  ripe banana ,mashed
 salt to taste
 Other ingredients:
 1  recipe Baked Methi Muthias
 For the garnish:
 1 tbsp chopped coriander (dhania)","Main Procedure
For the oondhiya
String the surti papadi taking care not to separate the 2 sides. 
Wash the papadi, add the carom seeds, soda bi-carb and salt and mix well. 
Make criss-cross slits in the kand, baby potatoes, sweet potatoes and brinjals taking care not to separate the segments. 
Fill half the masala mixture into the slits of kand, baby potatoes, sweet potatoes and brinjals. Keep aside the remaining masala mixture. 
Combine the surti papadi, stuffed vegetables, remaining masala mixture with 3 cups of water and pressure cook for 2 whistles.  
How to proceed
Transfer the cooked oondhiya, methi muthias into a large serving dish and toss lightly. 
Serve hot, garnished with the chopped coriander.","Gujarati Shaak Sabzi
Semi-Dry Sabzis
Traditional Indian Sabzis
Indian Pressure Cooker
Pressure Cooker Vegetables
Indian Party
Pressure Cooker","Preparation Time:  15 mins., Cooking Time: 30 mins., Total Time: 45 mins , Preparation Time :        ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Bateta Nu Shaak,https://www.tarladalal.com/bateta-nu-shaak-2763r,Bateta Nu Shaak recipe - How to make Bateta Nu Shaak,"1 1/2 cups potato cubes
 2 tbsp oil
 salt to taste
 1/2 tsp mustard seeds ( rai / sarson)
 1/2 tsp cumin seeds (jeera)
 a pinch of asafoetida (hing)
 1/4 tsp turmeric powder (haldi)
 1/2 tsp chilli powder
 1/2 tsp finely chopped green chillies
 1/2 tsp finely chopped ginger (adrak)
 1/4 cup finely chopped tomatoes
 1 tbsp coriander-cumin seeds (dhania-jeera) powder
 1 tbsp sugar
 For The Garnish:
 2 tbsp chopped coriander (dhania)","Method
Combine the potatoes and salt, in a deep microwave safe bowl. Cover it with a lid and microwave on high for 4 minutes, while stirring once in between. Keep aside.
Take  another deep microwave safe bowl, combine the oil, mustard seeds, cumin seeds, asafoetida, turmeric powder, chilli powder, green chillies and ginger, mix well and microwave on high for 2 minutes.
Add the tomatoes, mix well and microwave on high for 1 minute 30 seconds.
Add the potatoes, coriander-cumin seeds powder, sugar and little salt, mix well and microwave on high for about 30 seconds.
Serve hot garnished with coriander.","Gujarati Shaak Sabzi
Dinner
Microwave Subzi
Microwave
Microwave
Gujarati Dinner","Preparation Time: 10 mins, Cooking Time: 8 mins, Total Time: 18 mins ,         ",3
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Vatana Makai Nu Shaak (  Jain Recipe),https://www.tarladalal.com/vatana-makai-nu-shaak---jain-recipe-7537r,Vatana Makai Nu Shaak (  Jain Recipe) recipe - How to make Vatana Makai Nu Shaak (  Jain Recipe),"3/4 cup boiled green peas
 3/4 cup boiled sweet corn kernels (makai ke dane)
 1 1/2 tsp oil
 1/2 tsp cumin seeds (jeera)
 1/2 cup chopped capsicum
 1/4 cup crushed peanuts
 1/2 cup finely chopped tomatoes
 1 tsp green chilli paste
 1/4 tsp turmeric powder (haldi)
 salt to taste
 1/4 cup freshly grated coconut","Method
Heat the oil in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the capsicum and sauté on a medium flame for 1 minute.
Add the peanuts, mix well and cook on a medium flame for 30 seconds, while stirring occasionally.
Add the tomatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the green peas, corn, green chilli paste, turmeric powder and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the coconut and ¼ cup of water, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Serve immediately.","Gujarati Shaak Sabzi
Jain Subzi / Gravies
Jain Subzis","Preparation Time: 15 mins, Cooking Time: 5 mins, Total Time: 20 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Vatana Makai Nu Shaak,https://www.tarladalal.com/vatana-makai-nu-shaak-4340r,Vatana Makai Nu Shaak recipe - How to make Vatana Makai Nu Shaak,"3/4 cup boiled green peas
 3/4 cup boiled sweet corn kernels (makai ke dane)
 1 1/2 tsp oil
 1/2 tsp cumin seeds (jeera)
 1/2 cup chopped capsicum
 1/4 cup crushed peanuts
 1/2 cup finely chopped tomatoes
 1 tsp green chilli paste
 1/4 tsp turmeric powder (haldi)
 salt to taste
 1/4 cup freshly grated coconut","Method
Heat the oil in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the capsicum and sauté on a medium flame for 1 minute.
Add the peanuts, mix well and cook on a medium flame for 30 seconds, while stirring occasionally.
Add the tomatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the green peas, corn, green chilli paste, turmeric powder and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the coconut and ¼ cup of water, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Serve immediately.","Gujarati Shaak Sabzi
Semi-Dry Sabzis
Jain Subzis
Indian Party
Non-stick Pan","Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Soya Panki ( Microwave Recipe ),https://www.tarladalal.com/soya-panki--microwave-recipe--33857r,Soya Panki ( Microwave Recipe ) recipe - How to make Soya Panki ( Microwave Recipe ),"1/2 cup rice flour (chawal ka atta)
 1/4 cup urad dal (split black lentil) flour
 1/4 cup soya flour
 salt to taste
 1/4 cup grated cucumber
 1 1/2 tsp finely chopped green chillies
 1/4 cup finely chopped coriander (dhania)","Method
Combine all the flours and salt with approx. 1½ cups cups of water to make a thin batter.
Add the cucumber, green chillies and coriander and mix well. Keep aside.
Apply a little oil on one side of each banana leaf and keep aside.
Put 2 tbsp of the batter on the greased side of a banana leaf and spread it evenly. Cover with another banana leaf with the greased side over the batter.
Repeat step 4 to make one more panki.
Place them on a microwave safe dish and microwave on high   for 2 minutes or keep on high till the panki leaves the sides of the banana leaves.
Repeat steps 4 and 5 to make 12 more pankis in 6 more batches.
Serve immediately with green chutney.
Handy tip:
If the pankis are a little uncooked, then microwave on high for another 30 seconds.","Gujarati Farsans
Indian Pancakes 
Microwave Indian Snack
Indian Party
Microwave
Quick Snacks / Quick Starters","Preparation Time: 7 mins, Cooking Time: 16 mins, Total Time: 23 mins ,         ",14
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Panchkutyu Shaak,https://www.tarladalal.com/panchkutyu-shaak-4336r,Panchkutyu Shaak recipe - How to make Panchkutyu Shaak,"For The Methi Muthia:
 1/4 cup finely chopped fenugreek (methi) leaves
 1/4 cup besan (bengal gram flour)
 1/2 tbsp whole wheat flour (gehun ka atta)
 1/2 tsp ginger-green chilli paste
 a pinch of turmeric powder (haldi)
 a pinch of asafoetida (hing)
 1/2 tsp sugar
 1 tsp lemon juice
 1 tsp oil
 salt to taste
 oil for deep-frying
 Other Ingredients:
 1/2 cup french beans , strings removed and cut into 25 mm.  (1"") pieces
 1/2 cup ridge gourd (turai) cubes
 1/2 cup purple yam (kand) cubes
 1/2 cup green peas
 1/2 cup potato cubes
 2 tbsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 1 tsp cumin seeds (jeera)
 1/4 tsp asafoetida (hing)
 a pinch of turmeric powder (haldi)
 2 tsp ginger-green chilli paste
 2 tsp coriander-cumin seeds (dhania-jeera) powder
 1/2 cup chopped coriander (dhania)
 1/2 cup grated coconut
 1 tsp sugar
 salt to taste","For the methi muthia
Combine all the ingredients in a deep bowl and knead into a soft dough using very little water.
Divide the dough into 8 equal portions and shape each portion into small cylindrical rolls.
Heat the oil in a deep-stick kadhai and deep-fry the muthias at a time on a medium flame till it turns golden brown in colour from all the sides. Drain on absorbent paper and keep aside.
How to proceed
Heat the oil in a deep non-stick pan, add the mustard seeds and cumin seeds.
When the seeds crackle, add the asafoetida. All the vegetables, 1½ cups of water, turmeric powder, ginger-green chilli paste and coriander-cumin seeds powder, mix well and cover it with a lid and cook on a medium flame for 10 to 12 minutes, while stirring occasionally.
Add the coriander, coconut, sugar and prepared muthias, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally.
Serve immediately.","Gujarati Shaak Sabzi
Dinner
Sukhi Sabzis
Holi recipes
Indian Party
Non-stick Pan
Gujarati Dinner","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 30 mins ,         ",10
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,"Coconut Kadhi, Nariyal ki Kadhi",https://www.tarladalal.com/coconut-kadhi-nariyal-ki-kadhi-2862r,"Coconut Kadhi, Nariyal ki Kadhi recipe - How to make Coconut Kadhi, Nariyal ki Kadhi","For Coconut Kadhi:
 1 1/2 cups coconut milk (nariyal ka doodh)
 2 tbsp besan (bengal gram flour)
 3/4 cup curd (dahi)
 2 tsp oil
 2 cardamoms (elaichi)
 2 cloves (laung / lavang)
 25 mm piece cinnamon (dalchini)
 1 bayleaf (tejpatta)
 6 curry leaves (kadi patta)
 1 tsp grated ginger (adrak)
 1 1/2 tsp finely chopped green chillies
 salt to taste","For coconut kadhi
To make 
coconut kadhi
, combine  the besan, curds and 1 cup of water in a deep bowl and whisk very well till no lumps remain. Keep aside.
Heat the oil in a deep non-stick pan, add the cardamom, cloves, cinnamon, bay leaf and curry leaves.
When the curry leaves splutter, add the ginger and green chillies and sauté on a medium flame for 30 seconds.
Add the coconut milk, curd-besan mixture and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously.
Serve the coconut kadhi hot.","Collection of Gujarati Dals / Kadhis
Indian Lunch
Kadhi recipes from all across India
Indian Party
Non-stick Pan
Lunch Kadhi
Gujarati Dinner","Preparation Time: 10 mins, Cooking Time: 5 mins, Total Time: 15 mins ,         ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Cabbage Kachumber,https://www.tarladalal.com/cabbage-kachumber-35936r,Cabbage Kachumber recipe - How to make Cabbage Kachumber,"For Cabbage Kachumber:
 3 cups shredded cabbage
 1 1/2 tsp oil
 3/4 tsp mustard seeds ( rai / sarson)
 1/4 tsp asafoetida (hing)
 12 curry leaves (kadi patta)
 3 slit green chillies
 salt to taste
 3/4 tsp coriander (dhania) seeds powder
 3/4 tsp sugar (optional)
 1 1/2 tsp lemon juice","For cabbage kachumber
To make 
cabbage kachumber
, heat the oil in a broad non-stick pan and add the mustard seeds.
When the seeds crackle, add the asafoetida, curry leaves and green chillies and sauté on a medium flame for 30 seconds.
Add the cabbage and salt, mix well and cook on a medium flame for 2 minutes, while stirring once in between.
Add the coriander seeds powder, sugar and lemon juice, mix well and cook on a medium flame for1 minute, while stirring once in between.
Serve the cabbage kachumber immediately.","Gujarati Kachumber / Chutneys / Achar
Quick Indian Salads
Pickles / Achar
Indian Party
Non-stick Pan
Vitamin K Diet
Healthy Raitas / Kachumber","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,Green Moong Dal and Spring Onion Paratha,https://www.tarladalal.com/green-moong-dal-and-spring-onion-paratha-3446r,Green Moong Dal and Spring Onion Paratha recipe - How to make Green Moong Dal and Spring Onion Paratha,"For The Dough:
 1 cup whole wheat flour (gehun ka atta)
 1 tsp ghee
 salt to taste
 To Be Mixed Into A Stuffing:
 3 tbsp green moong dal (split green gram) , soaked for 3 hours , boiled and drained
 1/4 cup finely chopped spring onions
 1 tsp chilli powder
 1 tsp cumin seeds (jeera) powder
 1/4 tsp asafoetida (hing)
 salt to taste
 Other Ingredients For Green Moong Dal and Spring Onion Paratha:
 whole wheat flour (gehun ka atta) for rolling
 1 3/4 tsp oil for cooking
 For Serving With Green Moong Dal and Spring Onion Paratha:
 fresh curd (dahi)","For the dough
Combine all the ingredients in a deep bowl and knead into a soft dough using enough water.
Divide the dough into 6 equal portions. Keep aside.
How to proceed
To make 
green moong dal paratha with spring onions
, divide the stuffing into 6 equal portions. Keep aside.
Roll out each portion of the dough into a 75 mm. (3"") diameter circle.
Place one portion of the stuffing in the centre of the circle and bring together all the sides in the centre and seal tightly.
Roll out again into a 1oo mm. (4"") diameter circle, using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and grease it with ¼ tsp of oil. Cook each paratha on the greased hot tava, using ¼ tsp of oil, till they turn golden brown in colour from both the sides.
Serve immediately with fresh curds.","Gujarati Breakfast
Breakfast Theplas, Parathas
Parathas
Stuffed Veg Parathas
All-in-one Parathas
Indian Tawa
Tava","Preparation Time: 5 mins, Cooking Time: 15 mins, Total Time: 3 hours 20 minutes, Soaking time:  3  hours           ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=21,"Gur ki Roti, Jaggery Roti",https://www.tarladalal.com/gur-ki-roti-jaggery-roti-3017r,"Gur ki Roti, Jaggery Roti recipe - How to make Gur ki Roti, Jaggery Roti","For Gur ki Roti:
 1 cup grated jaggery (gur)
 2 cups whole wheat flour (gehun ka atta)
 1 tbsp oil
 1 tbsp fennel seeds (saunf)
 2 tbsp desiccated coconut
 a pinch of salt
 ghee for greasing and cooking
 For Serving With Gur ki Roti:
 white butter (safed makhan) / chunda
 masala chai","For gur ki roti
To make 
gur ki roti
, combine the jaggery and 1/2 cup water in a deep bowl. Cover with a lid and keep aside for 30 minutes.
After 30 minutes, break the jaggery lumps with your fingers. Keep jaggery water aside.
In another deep bowl, combine the wheat flour, oil, jaggery water, fennel seeds, desiccated coconut and salt and knead into a dough without using water. Cover with a lid and keep aside for 15 minutes.
Divide the dough into 5 equal portions.
Roll a portion into a 4” (100 mm. ) or 5” (125 mm. ) thick roti. If you find it difficult to roll, then roll them on a greased plastic sheet.
Heat a non-stick tava and grease it with little ghee.
Place the roti on it and grease on top with little ghee. Cook on a slow flame for 90 seconds and flip over.
Grease the top of the roti once again with little ghee, flip over and cook on a slow flame for 90 seconds or till it turns golden brown in colour from both the sides.
Repeat steps 5 to 8 to make 4 more rotis.
Serve the gur ki roti immediately with white butter / chunda / masala chai. Alternatively, store in an air-tight container. It stays fresh for 5 to 7 days.","Gujarati One Dish Meal
Gujarati Sweet Mithai
Gujarati Breakfast
Jain Paryushan
Maharashtrian Rotis / Polis
Breakfast Theplas, Parathas
Sweet Snacks","Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",5
