,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
0,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Sabudana Vadas,https://www.tarladalal.com/sabudana-vadas-11036r,Sabudana Vadas recipe - How to make Sabudana Vadas,"1 cup sago (sabudana)
 200 gms oil
 2 potatoes
 3 green chillies
 coriander (dhania) leaves as required
 salt to taste","Method
Soak sabudana in water for 3 hours and strain.
Peel and boil the potatoes and mash together with the sabudana.
Chop chilies and coriander leaves finely and mix. Add salt and mix.
Make tiny wadas with this dough and deep fry in oil.
Remove when brown and serve with ketchup.","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
Mahashivaratri
Navratri Vrat","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",2
1,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Sabudana Cutlet,https://www.tarladalal.com/sabudana-cutlet-11073r,Sabudana Cutlet recipe - How to make Sabudana Cutlet,"1/2 kg potatoes
 100 gms sago (sabudana)
 50 gms peanuts
 2 tbsp coriander (dhania)
 1/2 tbsp chilli powder
 1/2 tbsp garam masala
 salt to taste
 oil to fry","Boil patatoes peell it off and mesh
Soak sabudana in water for 2  hrs
Mix it with mashed potatoes
Crush groundnut and mix wit potatos & sbudana mixture
Mix all ingridient to taste
In the mixture prepared
Make small balls  and fry till brown
Serve with pudina chatni","Gujarati  Faral, Faraal
Evening Tea Snacks
Indian Cutlets, Veg Cutlets
Indian Tawa
Shallow Fry Indian
Mahashivaratri
Navratri Vrat","Preparation Time: 15 minutes, Cooking Time: 10 minutes, Total Time: 25 mins ,         ",6
2,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Sev Ganthia Saag,https://www.tarladalal.com/sev-ganthia-saag-11078r,Sev Ganthia Saag recipe - How to make Sev Ganthia Saag,"1 cup sev or ganthia
 1/2 tsp cumin seeds (jeera)
 1/2 tsp chilli powder
 1/4 tsp garam masala
 1/2 tsp sugar
 2 to 3  pinches asafoetida (hing)
 1/4 tsp dried mango powder (amchur)
 1/4 tsp coriander (dhania) powder
 1/2 tbsp  finely chopped coriander (dhania)
 1 tbsp oil
 salt to taste","Mix all dry masala in 1 cup water.
Heat oil in a pan, add seeds and asafoetida, allow to splutter.
Add masala solution, allow to simmer for 3-4 minutes.
Add sugar and stir to dissolve.
Add ganthia or sev, stir, garnish with chopped coriander.
Serve hot with phulka or thepla, or roti.","Gujarati Shaak Sabzi
Jain Subzi / Gravies
Quick Sabzis
Sabzis with Gravies
Deep Fry
Quick Sabzis","Cooking Time: 5-7 minutes, Total Time: 7 mins , Preparation Time: --       ",3
3,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Sabudana Wada  By seema65,https://www.tarladalal.com/sabudana-wada--by-seema65-11097r,Sabudana Wada  By seema65 recipe - How to make Sabudana Wada  By seema65,"2 cups soaked sago (sabudana)
 2  boiled potatoes
 1 cup roasted and powdered peanuts
 4 to 5 green chillies, chopped
 chopped coriander (dhania)
 salt to taste
 oil to fry","Mix mashed potato ,green chiily grinded peanuts, salt 
Coriander leaves in sabudana
Put some water to mix properly
Take small balls and flatten
Like cutlets  
Dip fry in vegetable oil","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
Mahashivaratri
Navratri Vrat","Preparation Time: 10mins, Cooking Time: 10mins, Total Time: 20 mins ,         ",7
4,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Dhokla Simla Mirch,https://www.tarladalal.com/dhokla-simla-mirch-11105r,Dhokla Simla Mirch recipe - How to make Dhokla Simla Mirch,"8  large capsicums
 1  packet instant khaman dhokhla mix
 1 tsp mustard seeds ( rai / sarson)
 1 tsp sesame seeds (til)
 a pinch of asafoetida (hing)
 4 to 6 curry leaves (kadi patta)
 2 tbsp oil
 2 tbsp chopped coriander (dhania)","Cut the capsicums into 2 halves vertically. remove the seeds carefully so as to retain the shape of the halves.
Make the khaman dhokla batter as per the directions on the packet.
Pour the khaman dhokla mixture into each capsicum half. steam for 10 minutes.
Allow the capsicums to cool. cut each capsicum half into 2 pieces.
Heat the oil in a pan, add the mustard seeds and when they crackle, add the sesame seeds, asafoetida and curry leaves.
Add the capsicum pieces and saute for 4 to 5 minutes.
Serve hot, garnished with the coriander.",Gujarati Farsans,"Preparation Time: 10 mins., Cooking Time: 15 mins., Total Time: 25 mins ,         ",5
5,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Methi ka Thepla,https://www.tarladalal.com/methi-ka-thepla-11200r,Methi ka Thepla recipe - How to make Methi ka Thepla,"150 gms whole wheat flour (gehun ka atta)
 100 gms besan (bengal gram flour)
 1 cup chopped fenugreek (methi)
 1 tsp chilli powder
 3/4 cup curds (dahi)
 3 tsp oil
 salt to taste
 oil for cooking","Method
Sieve flour and besan separately.
Combine the wheat flour, besan and the remaining ingredients in a bowl, mix well and knead into a soft dough.
Cover and keep aside for 20 minutes.
Divide the dough into 8 equal portions and roll out each portion into a circle of 5"" diameter.
Heat a tava and cook using little oil till golden brown spots appear on both the sides.
Serve hot with chhunda.","Gujarati Roti, Thepla recipe collection
Breakfast Theplas, Parathas
Indian Tawa
Tava
Quick Rotis / Parathas","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",4
6,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Microwave Khandvi,https://www.tarladalal.com/microwave-khandvi-11233r,Microwave Khandvi recipe - How to make Microwave Khandvi,"1 cup besan (bengal gram flour)
 3 cups buttermilk
 salt to taste
 a pinch of turmeric powder (haldi)
 For Tempering:
 1 tbsp oil
 1 tsp mustard seeds ( rai / sarson)
 1 tsp sesame seeds (til)
 2 to 3 green chillies , thinly sliced
 grated coconut for garnishing
 finely chopped coriander (dhania) for garnishing","Method
Combine the besan, buttermilk, salt and turmeric powder in a microwave safe bowl and whisk well so that no lumps remain.
Microwave on high for 5 minutes.
Remove, mix well and microwave on high for 3 more minutes.
Again, remove, mix well and microwave again on high 2 more minutes.
Spread the cooked batter over a aluminium foil or back of a greased thali to a very thin circle, while its still hot.
Cool and cut into strips of 3"" wide and 9-10"" long and roll them neatly.
Heat the oil in small pan and add the musturd seeds.
When seeds crackle, add the sesame seeds and green chillies and saute for 10 seconds.
Spread them over the khandvi and garnish with coconut and coriander.
Serve.","Gujarati Farsans
Jain Naashta","Preparation Time: 15 mins, Cooking Time: 15 mins, Total Time: 30 mins ,         ",20
7,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Vegetable Khakaras,https://www.tarladalal.com/vegetable-khakaras-11314r,Vegetable Khakaras recipe - How to make Vegetable Khakaras,"2 cups whole wheat flour (gehun ka atta)
 salt to taste
 2 tomatoes
 2 medium sized cucumbers
 1 onion
 coriander (dhania) leaves
 little ghee
 1 tsp chilli powder
 1/2 tsp cumin seeds (jeera) powder","Mix salt and wheat flour and kneed the dough.
Make 10 -12 chapatties and half cook them.
Then make khakharas.then put a little ghee on each khakharas and sprinkle some red chilly powder and jeera powder.
Then put finely chopped cucumber tomatoes and onions.
Serve","Gujarati  Dry Snacks
Breakfast Khakhras","Preparation Time: 1hour, Cooking Time: 10mins., Total Time: 1 hours 10 minutes,         ",4
8,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Easy Ek Toap na Dal Bhaat,https://www.tarladalal.com/easy-ek-toap-na-dal-bhaat-11355r,Easy Ek Toap na Dal Bhaat recipe - How to make Easy Ek Toap na Dal Bhaat,"To Be Mixed Together Into A Masala:
 2 tsp coriander-cumin seeds (dhania-jeera) powder
 2 tsp sugar
 1 tsp chilli powder
 1/2 cup freshly grated coconut
 4 tbsp chopped coriander (dhania)
 a pinch of asafoetida (hing)
 salt to taste
 Other Ingredients:
 1 cup long grained rice (basmati)
 1/2 cup toovar (arhar) dal
 2 pinches asafoetida (hing)
 a pinch of baking soda
 1/4 tsp turmeric powder (haldi)
 10 baby onions
 5 baby potatoes
 1/3 cup green peas
 2 tbsp ghee","Method
Make criss-cross slits on the onions, potatoes and brinjals taking care not to separate the segments.
Stuff each of the onions, potatoes and brinjals evenly using the prepared masala mixture. Keep aside.
Heat 2 tbsp of ghee in a pressure cooker, add the asafoetida, rice, toovar dal and turmeric powder, mix gently and sauté on a medium flame for a minute.
Add the stuffed vegetables, green peas, salt and 2½ cups of hot water, mix gently and pressure cook on a high flame for 3 whistles.
Allow the steam to escape before opening the lid.
Add the remaining 1 tbsp of ghee, mix well and serve immediately.","Gujarati Khichdi 
Gujarati One Dish Meal","Preparation Time: 20 mins, Cooking Time: 18 mins, Total Time: 38 mins ,         ",4
9,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=32,Sabudana Khichdi  By shubaraj,https://www.tarladalal.com/sabudana-khichdi--by-shubaraj-11429r,Sabudana Khichdi  By shubaraj recipe - How to make Sabudana Khichdi  By shubaraj,"2 cups sago (sabudana)
 1/4 cup grated coconut
 1/2 cup powdered peanuts
 2 green chillies, chopped
 1 tsp cumin seeds (jeera)
 1 potato , cut into cubes
 1 tbsp ghee
 salt to taste","Wash, drain and soak the sabudana in water for ½ an hour.
Heat ghee in a vessel, add the jeera & chilies, when it starts spluttering add the potatoes and fry further.
Next add the salt, peanut powder and fry for a while.
Lastly add the soaked sabudana into the potato mixture and cook for 5-7 minutes.
Serve hot garnished with grated coconut.","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
collection of khichdi recipes
Indian Pressure Cooker
Mahashivaratri
Navratri Vrat","Preparation Time: 10, Cooking Time: 10, Total Time: 20 mins ,         ",2
