recipe_list_url,recipe_name,recipe_url,recipe_long_name,ingredients,recipe,tags,times,servings
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Green Tomato Kadhi,https://www.tarladalal.com/green-tomato-kadhi-35917r,Green Tomato Kadhi recipe - How to make Green Tomato Kadhi,"3 cups roughly chopped green tomatoes
 1 cup grated coconut
 2 green chillies , roughly chopped
 1 tbsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 1/2 tsp cumin seeds (jeera)
 1/2 tsp asafoetida (hing)
 7 to 8 curry leaves (kadi patta)
 1/2 tsp sugar
 salt to taste
 1/4 cup finely chopped coriander (dhania)","Method
Combine the tomatoes, coconut and green chillies along with 2 cups of water and pressure cook for 3 whistles.
Allow the steam to escape before opening the lid.
Once completely cooled blend along with 1 cup of water in a blender till smooth.
Strain the mixer in a deep bowl using a strainer and keep aside.
Heat the oil in a deep kadhai and add the mustard seeds.
When the seeds crackle, add the cumin seeds, asafoetida and the curry leaves and sauté for 30 seconds.
Add the tomato-coconut purée, sugar, salt and coriander and simmer for 5 to 7 minutes.
Serve hot.","Collection of Gujarati Dals / Kadhis
Jain Dal, Jain  Kadhi
Indian Lunch
Kadhi recipes from all across India
Lunch Kadhi","Preparation Time: 20 mins, Cooking Time: 25 mins, Total Time: 45 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,"Til Gur ki Roti, Jaggery and Sesame Roti",https://www.tarladalal.com/til-gur-ki-roti-jaggery-and-sesame-roti-5697r,"Til Gur ki Roti, Jaggery and Sesame Roti recipe - How to make Til Gur ki Roti, Jaggery and Sesame Roti","For Til Gur ki Roti:
 1 1/2 tbsp sesame seeds (til)
 1/2 cup roughly chopped jaggery (gur)
 1 1/2 cups whole wheat flour (gehun ka atta)
 1 tsp melted ghee
 a pinch of salt
 2 1/2 tsp melted ghee for brushing","For til gur ki roti
To make 
til gur ki roti
, combine the jaggery with 2 tbsp of water in a non-stick pan and cook on a slow flame till the jaggery dissolves. Cool completely.
Combine the wheat flour, melted jaggery, ghee, sesame seeds and salt in a deep bowl and knead into a semi-stiff dough using little water.
Divide the dough into 10 equal portions and roll out each portion into a 150 mm. (6"") diameter circle.
Heat a non-stick tava (griddle) and cook each roti on a medium flame till it turns golden brown in colour from both the sides.
Brush each til gur ki roti with ¼ tsp of ghee and serve hot.","Gujarati One Dish Meal
Gujarati Breakfast
Jain Rotis, Jain Parathas
Maharashtrian Rotis / Polis
Breakfast Theplas, Parathas
Sweet Snacks
Jain Snacks","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 30 mins ,         ",10
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Mini Nachni and Bajra Khakhra,https://www.tarladalal.com/mini-nachni-and-bajra-khakhra-5685r,Mini Nachni and Bajra Khakhra recipe - How to make Mini Nachni and Bajra Khakhra,"For Mini Nachni and Bajra Khakhra:
 1/4 cup bajra (black millet) flour
 1/4 cup ragi (nachni / red millet) flour
 2 tbsp whole wheat flour (gehun ka atta)
 1/2 tsp ginger-garlic (adrak-lehsun) paste
 1/4 tsp finely chopped green chillies
 1 tsp sesame seeds (til)
 1/4 tsp turmeric powder (haldi)
 1 tsp oil
 salt and to taste
 whole wheat flour (gehun ka atta) for rolling","Method
Combine all the ingredients in a deep bowl and knead into a firm dough using warm water.
Divide the dough into 7 equal portions.
Roll out a portion of the dough into a 125 mm. (5"") diameter thin circle, using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and place a roti on it and cook on both sides for a few seconds.
Cook on a slow flame until crisp using little pressure with help of a khakhra press.
Repeat steps 3 to 5 to make 6 more khakhras.
Allow them to cool completely and store in an air-tight container. Use as required.","Gujarati Breakfast
Breakfast Khakhras
Indian Jar Snacks
Tava
Healthy Foods for Kids
Kids Tiffin Box
Kids Jar Snacks","Preparation Time: 5 mins, Cooking Time: 20 mins, Total Time: 25 mins ,         ",7
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Cheese Khakhra,https://www.tarladalal.com/cheese-khakhra-30844r,Cheese Khakhra recipe - How to make Cheese Khakhra,"For Cheese Khakhra:
 3 tbsp grated processed cheese
 1/4 tsp chilli powder
 1/2 cup whole wheat flour (gehun ka atta)
 1/2 tsp black sesame seeds (kala til)
 1/2 tsp white sesame seeds (til)
 2 tbsp wheat bran
 salt to taste
 1 tsp oil
 whole wheat flour (gehun ka atta) for rolling","For cheese khakhra
To make 
cheese khakhra
, combine all the ingredients together in a bowl and knead into a firm dough using little water.
Cover with a lid and keep aside for 10 minutes.
Divide the dough into 6 equal portions and roll out each portion into a 100 mm. (4"") diameter thin circle, using a little wheat flour for rolling.
Heat a non-stick tava (griddle) and cook each circle on a slow flame till pink spots appear on both the sides.
Continue cooking it on a slow flame, while pressing with a folded muslin cloth, till it turns crisp and brown from both the sides.
Cool and store cheese khakhra in an air-tight container.","Gujarati  Dry Snacks
Whole Wheat Recipes
Breakfast Khakhras
Indian Cheese Recipes
Jain Snacks
Indian Jar Snacks
Evening Tea Snacks","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 30 mins ,         ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Gujarati Suva Kadhi,https://www.tarladalal.com/gujarati-suva-kadhi-4815r,Gujarati Suva Kadhi recipe - How to make Gujarati Suva Kadhi,"For Gujarati Suva Kadhi:
 1/4 cup chopped dill leaves
 2 tbsp besan (bengal gram flour)
 2 cups curd (dahi)
 1 tsp ginger-green chilli paste
 2 curry leaves (kadi patta)
 2 tsp sugar
 salt to taste
 2 tsp coconut oil or oil
 1/2 tsp cumin seeds (jeera)
 1/2 tsp mustard seeds ( rai / sarson)
 a pinch asafoetida (hing)
 1 whole dry kashmiri red chilli , broken into pieces","For gujarati suva kadhi
To make 
gujarati suva kadhi
 combine the besan, curds and 21/2 cups of water in a non-stick pan, whisk well till no lumps remain and bring to boil.
Add the ginger-green chilli paste, curry leaves, sugar and salt and mix well and cook for 2 to 3 minutes, while stirring continuously.
Heat the oil in small non-stick pan and add the cumin seeds and mustard seeds.
When the seeds crackle, add the asafoetida and kashmiri red chilli and sauté on a medium flame for few seconds.
Add this tempering to the kadhi and mix well.
Add the dill leaves, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.
Serve suva kadhi hot.
Handy tip:
If the curds are sour add 1/4 cup of milk to the kadhi and reduce the quantity of water.","Collection of Gujarati Dals / Kadhis
Quick Dals / quick Kadhis
Senior Citizen
Pregnancy Calcium Rich
Calcium Dals & Kadhis
Strong Bones
Senior Citizen Easy to Swallow","Preparation Time: 5 mins, Cooking Time: 10 mins, Total Time: 15 mins ,         ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,"Buckwheat Moong and Vegetable Khichdi, Healthy Kuttu Vegetable Khichdi",https://www.tarladalal.com/buckwheat-moong-and-vegetable-khichdi-healthy-kuttu-vegetable-khichdi-3506r,"Buckwheat Moong and Vegetable Khichdi, Healthy Kuttu Vegetable Khichdi recipe - How to make Buckwheat Moong and Vegetable Khichdi, Healthy Kuttu Vegetable Khichdi","For Buckwheat Moong and Vegetable Khichdi:
 1 1/2 cups buckwheat (kuttu or kutti no daro)
 1/2 cup yellow moong dal (split yellow gram)
 1 cup chopped mixed vegetables
 1 tsp oil
 2 black peppercorns (kalimirch)
 1 to 2 cloves (laung / lavang)
 1/2 tsp cumin seeds (jeera)
 1/4 tsp asafoetida (hing)
 1/4 tsp turmeric powder (haldi)
 2 tsp green chilli paste
 salt to taste
 For Serving With Buckwheat Moong and Vegetable Khichdi:
 bitter gourd (karela) kadhi /","For buckwheat moong and vegetable khichdi
To make 
buckwheat moong and vegetable khichdi
, clean and wash the buckwheat. Drain and keep aside.
Clean and wash the moong dal. Drain and keep aside.
Heat the oil in a pressure cooker, add the peppercorns, cloves and cumin seeds.
Once the cumin seeds crackle, add the asafoetida, moong dal, buckwheat and mixed vegetables and sauté on a medium flame for 2 to 3 minutes.
Add the turmeric powder, green chilli paste, salt and approx. 4 cups of water, mix well and pressure cook for 3 whistles.
Serve the buckwheat moong and vegetable khichdi hot with karela kadhi or low-fat curds","Gujarati Khichdi 
Jain Rice
collection of khichdi recipes
Pressure Cooker
Calcium Rich Indian Recipes
Diabetic Khichdi, Diabetic Brown Rice
Recipes for beautiul hair","Preparation Time: 5 mins, Cooking Time: 18 mins, Total Time: 23 mins ,         ",6
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Palak Kadhi ( Low Calorie Recipe ),https://www.tarladalal.com/palak-kadhi--low-calorie-recipe--5569r,Palak Kadhi ( Low Calorie Recipe ) recipe - How to make Palak Kadhi ( Low Calorie Recipe ),"For Palak Kadhi:
 1 cup curd (dahi) / low fat curds (dahi) , whisked
 2 tbsp besan (bengal gram flour)
 1 cup roughly chopped spinach (palak)
 2 tsp oil
 1 tsp cumin seeds (jeera)
 1 tsp ginger-green chilli paste
 1/4 cup chopped onions
 1/4 tsp chilli powder
 a pinch turmeric powder (haldi)
 salt to taste","For palak kadhi
To make 
palak kadhi
, combine the curd and gram flour in a deep bowl and whisk till the mixture is smooth. Keep aside.
Heat the oil in a deep non-stick kadhai and add the cumin seeds, ginger-green chilli paste, onions and sauté on medium flame for 2 minutes.
Add the spinach and sauté on medium flame for 1 minute.
Lower the flame and add the curd-besan flour mixture, chilli powder, turmeric powder, 1 cup of water and salt. Cook on a medium flame for 3 to 4 minutes, while stirring continuously.
Serve the palak kadhi hot.","Collection of Gujarati Dals / Kadhis
Kadhi recipes from all across India
Indian Party
Non-stick Pan
Healthy Heart Dals & Kadhis
Lunch Kadhi","Preparation Time: 10 mins, Cooking Time: 7 mins, Total Time: 17 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,"Vaal Ni Dal No Pulao, Gujarati Rice",https://www.tarladalal.com/vaal-ni-dal-no-pulao-gujarati-rice-624r,"Vaal Ni Dal No Pulao, Gujarati Rice recipe - How to make Vaal Ni Dal No Pulao, Gujarati Rice","For Vaal ni Dal No Pulao:
 1 1/2 cups boiled sprouted vaal (field beans/ butter beans)
 2 cups cooked rice (chawal)
 4 tbsp oil
 2 cloves (laung / lavang)
 2 sticks cinnamon (dalchini)
 1 tbsp raisins (kismis)
 a pinch of asafoetida (hing)
 2 tsp finely chopped green chillies
 1/4 tsp chilli powder
 salt to taste
 For The Garnish:
 2 tbsp finely chopped coriander (dhania)
 2 tbsp freshly grated coconut
 For Serving With Vaal ni Dal No Pulao:
 chaas","For vaal ni dal no pulao
To make 
vaal ni dal no pulao
, heat the oil in a deep non-stick pan, add the cloves, cinnamon, raisins, asafoetida, green chillies and chilli powder, mix well and sauté on a medium flame for 2 minutes.
Add the sprouted vaal, rice and salt and mix well.
Cover and cook on a medium flame for 5 minutes, while stirring once in between.
Garnish the vaal ni dal no pulao with the coriander and coconut, and serve hot with chaas.","Gujarati Khichdi 
Gujarati One Dish Meal
Dinner
One Dish Vegetarian Meals
One Meal Dinner
Indian Tiffin Box, Lunch box, Dabba
Traditional Indian Rice Recipes","Preparation Time: 5 mins, Cooking Time: 7 mins, Total Time: 12 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Toovar Dal with Vegetables,https://www.tarladalal.com/toovar-dal-with-vegetables-22171r,Toovar Dal with Vegetables recipe - How to make Toovar Dal with Vegetables,"1/4 cup toovar (arhar) dal , soaked for 2 hours and drained
 salt to taste
 1/2 tsp turmeric powder (haldi)
 1/4 cup yam (suran) cubes
 1 tbsp raw peanuts
 2 drumsticks , cut into 50 mm.  (2"") pieces
 5 to 6 curry leaves (kadi patta)
 1 tbsp grated jaggery (gur)
 1 tbsp tamarind (imli) pulp
 1 tsp ginger-green chilli paste
 1 tbsp finely chopped coriander (dhania)
 1/4 cup ladies finger (bhindi)  (with edges trimmed)
 For Serving:
 rice
 parathas","Method
Combine the toovar dal, 1 cup of water, salt, turmeric powder, yam, peanuts and drumsticks, mix well and pressure cook for 2 whistles.
Allow the steam to escape before opening the lid.
Add 1 cup of water, mix well and mash with the back of a spoon.
Add the curry leaves, jaggery, tamarind pulp, ginger-green chilli paste, coriander and ladies finger, mix well and cook on a slow flame for 5 to 7 minutes, while stirring occasionally.
Serve hot with rice and parathas.","Collection of Gujarati Dals / Kadhis
 Popular Dals from all over India
Low Calorie Dals, Low Calorie Kadhis
Indian Pressure Cooker
Boiled
Pressure Cooker Vegetables
Indian Party","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 30 mins ,         ",4
https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=22,Low Cal Chivda,https://www.tarladalal.com/low-cal-chivda-3562r,Low Cal Chivda recipe - How to make Low Cal Chivda,"1 cup beaten rice (poha)
 1 tsp  raw peanuts (optional)
 1/4 tsp mustard seeds ( rai / sarson)
 2 green chillies, slit lengthwise
 4 to 5 curry leaves (kadi patta)
 1 tbsp roasted chana dal (daria)
 a pinch of asafoetida (hing)
 a pinch of turmeric powder (haldi)
 1 tsp powdered sugar
 1 tsp oil
 salt to taste","Main Procedure
Roast the poha and peanuts in a non-stick pan, stirring occasionally till the poha is crisp (approx. 3 to 4 minutes).
Heat the oil in a non-stick pan, add the mustard seeds, green chillies, curry leaves and roasted chana dal and stir.
When the seeds crackle, add the asafoetida and turmeric powder and mix well.
 Add the roasted poha and peanuts, sugar and salt and mix well.
Cool and store in an air-tight container.","Gujarati  Dry Snacks
Low Calorie Indian Snacks
Indian Jar Snacks
Saute
Non Stick Kadai Veg
Quick Snacks / Quick Starters
Kids Jar Snacks","Preparation Time: 5 mins., Cooking Time: 8 mins., Total Time: 13 mins ,         ",4
