,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
0,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Theplas,https://www.tarladalal.com/theplas-13372r,Theplas recipe - How to make Theplas,"1 cup finely chopped fenugreek (methi) and soaked in salted waterfor 1/2 an hour
 2 cups whole wheat flour (gehun ka atta)
 2 tsp besan (Bengal gram flour)
 1/2 tsp salt
 1/2 tsp chilli powder
 1/2 tsp cumin seeds (jeera) powder
 1/2 tsp oil
 oil for preparing theplas","Mix all the ingredients and make a soft dough
Divide into 10 equal portions
Roll them like chapaties
Heat tava and roast then by adding few drops of oil so they become dry
Remove and cover with cloth so that they remain hot and soft
Continue with others and when done garnish with some white butter or chuteny","Gujarati Roti, Thepla recipe collection
Breakfast Theplas, Parathas
Indian Tawa
Tava
Quick Rotis / Parathas","Preparation Time: 15 mins, Cooking Time: 5 mins, Total Time: 20 mins ,         ",10
1,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Saur Cream Shrikhand,https://www.tarladalal.com/saur-cream-shrikhand-13427r,Saur Cream Shrikhand recipe - How to make Saur Cream Shrikhand,"2  lbs Sour Cream or hung curds (dahi)
 1/2 tsp saffron (kesar) strands
 sugar to taste  (also depands on sourness of Sour Cream)
 2  8 oz. cans of mixfruits, strained.
 1 1/2 cups mixed nuts
 1 tbsp milk (to soke kesar)
 4 tbsp cardamom (elaichi) powder","Soke kesar in one table spoon warm milk for minute or two. 
Crush kesar in the milk with a spoon or finger.
Mix sugar and sauer cream in one bowl.
Mix teh kesar mixer with sauer cream and sugar. 
After two mints. add dry fruits and at the end, add 
Add regular fruits.  sprinkel elaychi on top and
Serve.","Gujarati Sweet Mithai
Traditional Indian Mithai
Diwali
Raksha - Bandhan","Preparation Time: 10, Total Time: 10 mins ,     Cooking Time: n/a   ",5
2,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Basundi(pineapple),https://www.tarladalal.com/basundipineapple-10179r,Basundi(pineapple) recipe - How to make Basundi(pineapple),"2 1/2 cups  (500 ml.) low fat milk
 3/4 cup  fresh pineapple, grated
 5 tsp sugar
 a few saffron (kesar) strands
 1/4 tsp cardamom (elaichi) powder
 1/4 cup chopped pineapple","In a small bowl, soak the saffron in a little warm milk and keep aside.
Put the milk in a broad non-stick pan and bring to a boil. simmer over a medium flame stirring continuously till the milk reduces to half original quantity (approx. 250 ml.).
Add the saffron mixture and cardamom powder and mix well. cool and refrigerate.
Combine the pineapple and sugar in a non-stick pan and cook for 5 to 6 minutes while stirring continuously till the sugar has dissolved. allow to cool completely.
Add the cooled pineapple mixture to the chilled thickened milk and mix well.
Serve chilled, garnished with the pineapple pieces.","Gujarati Sweet Mithai
Traditional Indian Mithai
Raksha - Bandhan","Preparation Time: 15 min, Cooking Time: 40 min, Total Time: 55 mins ,         ",4
3,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Yellow Moong Dal Khandvi,https://www.tarladalal.com/yellow-moong-dal-khandvi-10195r,Yellow Moong Dal Khandvi recipe - How to make Yellow Moong Dal Khandvi,"1/2 cup soaked yellow moong dal (split yellow gram)
 1/2 cup curds (dahi)
 1 tsp ginger-green chilli paste
 1/4 tsp turmeric powder (haldi)
 1/4 tsp asafoetida (hing)
 salt to taste
 For The Tempering:
 2 tsp oil
 1 tsp mustard seeds ( rai / sarson)
 1 tsp sesame seeds (til)
 1/4 tsp asafoetida (hing)
 For The Garnish:
 2 tbsp coriander (dhania)","Method
Drain and blend the moong dal in a mixer into a smooth paste, using a tbsp of water.
Combine the moong dal paste, curds, ginger-green chilli paste, turmeric powder, asafoetida and salt in a microwave safe bowl, mix well and microwave on high 7 minutes, stirring in between after every 2 minutes.
Spread the mixture thinly on the back of three 200 mm. (8"") diameter thalis and allow to cool for five minutes.
Cut the khandvi into 50 mm. (2"") thick strips and carefully roll up each strip.
For the tempering, heat the oil in a small pan and add the mustard seeds.
When the seeds crackle, add the sesame seeds and asafoetida and pour on top of the prepared khandvis.
Serve, garnished with the coriander.","Gujarati Farsans
Jain Naashta
Evening Tea Snacks
Indian Birthday Party Snacks","Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",2
4,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Besan Sheera,https://www.tarladalal.com/besan-sheera-10290r,Besan Sheera recipe - How to make Besan Sheera,"4 cups milk
 2 cups besan (bengal gram flour)
 5 to 6 tbsp ghee
 1/4 cup sugar
 2 tsp powdered cardamoms","Method
Heat the ghee in a kadhai, add the besan and roast till the besan turns golden brown in colour.
Add the milk and mix well so that no lumps are formed.
Add the sugar and mix well and cook till the consistency is similar to a thick soup.
Add the cardamom powder, mix well and serve hot.","Gujarati Sweet Mithai
Jain Paryushan","Preparation Time: 5 mins, Cooking Time: 20 mins, Total Time: 25 mins ,         ",2
5,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Masala Fada Khichdi,https://www.tarladalal.com/masala-fada-khichdi-9932r,Masala Fada Khichdi recipe - How to make Masala Fada Khichdi,"1 cup broken wheat (dalia)
 1/2 cup moong dal (split  green gram)
 1/2 cup green peas
 2 small potatoes , cubed
 2 small onions , cubed
 2 small tomatoes , cubed
 3 to 4 garlic (lehsun) cloves , crushed
 salt to taste
 1 tbsp ghee
 To Be Grounded Into Smooth Powder:
 2 cloves (laung / lavang)
 1 stick cinnamon (dalchini)
 4 to 5 whole dry kashmiri red chillies
 4 to 5 peppercorns (kalimirch)
 1/4 tsp dried mango powder (amchur)
 1/2 tsp turmeric powder (haldi)","Method
Clean and wash the broken wheat and moong dal with enough water.
Heat the ghee in a presure cooker, add the garlic and saute till the garlic turns golden brown in colour.
Add dry ground masala and saute for 1 minute.
Add the potatoes , onions, tomatoes , green peas ,broken wheat and moong dal, mix well and add the salt and 3 cups of water and mix well.
Pressure cook on high flame for 4-5 whistles.
Serve hot with curds or plain gujrati kadhi.","Gujarati Khichdi 
Gujarati One Dish Meal","Preparation Time: 15 mins, Cooking Time: 15 mins, Total Time: 30 mins ,         ",2
6,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Rice and Moong Dal Khichadi,https://www.tarladalal.com/rice-and-moong-dal-khichadi-9951r,Rice and Moong Dal Khichadi recipe - How to make Rice and Moong Dal Khichadi,"2 cups long grained rice (basmati)
 1/2 cup moong dal (split  green gram)
 3 to 4 tbsp ghee
 1/2 tsp mustard seeds ( rai / sarson)
 1/2 tsp cumin seeds (jeera)
 1/2 tsp asafoetida (hing)
 5 to 6 curry leaves (kadi patta)
 2 to 3 chopped green chillies
 2 medium sized chopped onions
 1 tsp ginger-garlic (adrak-lehsun) paste
 1 medium sized chopped tomato
 1/2 tsp turmeric powder (haldi)
 2 tsp chilli powder
 1/2 tsp garam masala
 6 cups water
 salt to taste
 1/2 tbsp chopped coriander (dhania)
 For The Garnish:
 chopped coriander
 ghee","Method
Soak the moong dal and rice for 15 minutes.
Heat the ghee in pressure cooker
Add the mustard seeds and cumin seeds and allow to splutter.
Add the asofoetida, curry leaves, green chillies and onions and saute till onions turn transluscent.
Add the ginger-garlic paste and saute for 2-3 minutes.
Add the tomatoes and all the masala, saute till the tomatoes are mashed.
When ghee starts leaving sides, add the soaked rice, moong dal, water,salt and coriander and stir it well.
Cover and pressure cook for 3 whistles.
Remove from the flame, allow the steam to escape and open the lid.
The consistency should be slightly liquidy.
Serve hot and garnish with coriander and ghee.","Gujarati Khichdi 
collection of khichdi recipes","Preparation Time: 30 mins, Cooking Time: 30 mins, Total Time: 1 hours,         ",4
7,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Narali Bhat-coconut Rice,https://www.tarladalal.com/narali-bhat-coconut-rice-9954r,Narali Bhat-coconut Rice recipe - How to make Narali Bhat-coconut Rice,"2 cups cooked rice
 2 cups grated jaggery (gur)
 5 to 6 cardamoms
 4 tbsp butter
 1 coconut , grated
 chopped mixed nuts for garnishing","Method
Clean and wash the rice and soak in enough water for 30 minutes.
Combine the coconut and jaggery and add this to the rice and mix well.
Heat the ghee in a kadhai, add the rice and saute till the jaggery dissolves.
Add the nuts and mix well.
Add the cardamom powder and mix well.
Serve hot.","Gujarati Khichdi 
Maharashtrian Bhaat (Rice)
Quick South Indian, Maharashtrian Rice Recipes
Quick Vegetarian Rice, khichdi Recipes","Preparation Time: 10 mins, Cooking Time: 20 mins, Total Time: 30 mins ,         ",4
8,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Saffron Khichdi,https://www.tarladalal.com/saffron-khichdi-9959r,Saffron Khichdi recipe - How to make Saffron Khichdi,"250 gms rice (chawal)
 10 cardamom (elaichi) seeds, coarsely powdered
 180 gms ghee
 15 gms almond (badam) slivers
 15 gms black currants
 3  medium sized onions, thinly sliced
 120 gms toovar (arhar) dal
 4 saffron (kesar) strands
 310 ml coconut milk
 8 green chillies, sliced
 1/2  piece ginger (adrak), made into paste
 10 cloves (laung / lavang)
 4  small sticks cinnamon (dalchini)","Heat ghee and sauté the almonds and currants till the almonds are medium brown remove from flame and keep aside, reserve ghee.
Sauté onions in the ghee, until crisp and brown, keep aside, reserve ghee.
In a saucepan, take 2/3 cup water and rice, half cook the rice.
Pressure cook the dal,  half cooked, add the dal to rice.
Add saffron, coconut milk, half the almonds and currants, fried onions, green chillies, ginger paste, cloves, cinnamon, salt as per taste and the reserved ghee, mixed thoroughly and cover.
Bring to the boil and simmer till rice and dal are cooked, stir the khichadi with a fork and leave on a very slow heat for 5 more minutes.
Serve sprinkled with remaining almonds and currants.","Gujarati Khichdi 
One Dish Vegetarian Meals
One Meal Dinner
collection of khichdi recipes
Indian Pressure Cooker","Preparation Time: 20 min, Cooking Time: 45 min, Total Time: 1 hours 5 minutes,         ",6
9,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=31,Nutritious Hari Khichdi,https://www.tarladalal.com/nutritious-hari-khichdi-9979r,Nutritious Hari Khichdi recipe - How to make Nutritious Hari Khichdi,"2 cups chopped spinach (palak)
 1 tbsp oil
 1/4 tbsp cumin seeds (jeera)
 1/4 tbsp turmeric powder (haldi)
 1/4 tbsp sliced ginger (adrak)
 1/4 tbsp sliced garlic (lehsun)
 salt to taste
 1 cup soaked rice (chawal)","Method
Boil the spinach in enough water, drain and blend in a mixer to a smooth puree. Keep aside.
Heat the oil in a pan and add the cumin seeds.
When the seeds crackle, add the ginger and garlic and saute for 2-3 minutes.
Add the salt, turmeric powder and the spinach puree and saute for 5 minutes.
Add the rice and saute for 3 minutes.
Add enough water, mix well and cover and cook till the rice is cooked.
Serve hot.",Gujarati Khichdi,"Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",4
