recipe_list_url,recipe_name,recipe_url,recipe_long_name,ingredients,recipe,tags,times,servings
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Jowar Bhakri,https://www.tarladalal.com/jowar-bhakri-34113r,Jowar Bhakri recipe - How to make Jowar Bhakri,"1 cup jowar (white millet) flour
 salt to taste
 jowar (white millet) flour for rolling","Method
Combine the jowar flour and salt in a bowl, mix well and knead into a smooth stiff dough, using enough hot water.
Divide the dough into 3-4 equal portions.
Roll out each portion, using little flour for rolling into a circle of 5"" diameter to make a semi-thick roti.
Heat a tava and cook the bhakri applying little water to the upper surface and spread it all over with the help of your fingers.
Cook the bhakri on other side and when the water evaporates,  cook for a minute
Now roast the bhakri on direct flame from both the sides.
Serve hot.",Maharashtrian Rotis / Polis,"Preparation Time: 10 mins, Cooking Time: 10 mins, Total Time: 20 mins ,         ",2.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Thalipith,https://www.tarladalal.com/thalipith-12598r,Thalipith recipe - How to make Thalipith,"1 tbsp whole wheat flour (gehun ka atta)
 1 tbsp maize flour (makai ka atta) (coarse)
 1 tbsp rice flour (chawal ka atta)
 2 tbsp chopped onions
 1 tsp  each of spinach (palak) , spring onions , fenugreek (methi) and tomatoes, all finely chopped
 1 tsp boiled green peas
 1 boiled and mashed potato
 1 tsp grated carrot
 1 tsp grated beetroot
 1 tsp finely chopped green chillies
 1 tsp red chilli
 1 tsp garam masala
 1/2 tsp turmeric powder (haldi)
 2 tbsp butter or oil
 1 tbsp oil
 salt to taste","Mix all flours and dry rost for 5 minutes. allow to cool to room temperature. 
Mix all the spices and vegetables. 
Add 1 tbsp of oil and make a soft dough by adding water. 
Divide the dough into equal parts. roll one part with hand or rollpin into small rounds. 
Heat pan and grease it with some oil. place the thalipith on the greased pan and cover for 3 minutes. cook both side until glden brown and crispy. apply butter while cooking. 
Serve hot with curd or unsalted butter. it tastes very good.",Maharashtrian Rotis / Polis,"Preparation Time: 20 min, Cooking Time: 20 min, Total Time: 40 mins ,         ",2.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Rasavangi,https://www.tarladalal.com/rasavangi-16342r,Rasavangi recipe - How to make Rasavangi,"4 medium sized brinjals (baingan / eggplant)
 2 cups toovar (arhar) dal
 1 1/2 tsp chana dal (split Bengal gram)
 2 tsp coriander (dhania) seeds
 7 red chillies
 1  small cup coconut
 1 1/2 tsp urad dal (split black lentils)
 a pinch asafoetida (hing)
 oil
 a piece of tamarind (imli)
 salt to taste
 1/2 tsp turmeric powder (haldi)","Roast chana dal, coriander seeds, chilli, coconut in very little oil to red and grind to a fine powder.
Roast brinjal to medium in a vessel.
Pour the tamarind extract and add salt, turmeric, asafoetida and let it boil.
Add 2 cups of water.
When they are tender, add the pressure cooked toor dal and boil full.
Add the powder and put off flame and serve.",Maharashtrian Bhaji,"Preparation Time: 5 mins, Cooking Time: 25 mins, Total Time: 30 mins ,         ",6.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Tasty Thalipeeth,https://www.tarladalal.com/tasty-thalipeeth-35679r,Tasty Thalipeeth recipe - How to make Tasty Thalipeeth,"1 cup besan (bengal gram flour)
 1 cup bajra (black millet) flour
 1 cup whole wheat flour (gehun ka atta)
 2 tsp grated ginger (adrak)
 1 tbsp green chilli paste
 1/2 tsp turmeric powder (haldi)
 3 tbsp coriander (dhania) seeds powder
 1 tbsp garlic (lehsun) paste
 1 tbsp chopped coriander (dhania)
 1 small onion , finely chopped
 salt to taste
 3 tsp oil for greasing","Method
Mix all the flours together and roast them for 5 minutes or till you smell the aroma.
All all other ingredients to the flour and knead the dough tightly, using little water.
Divide the dough in 6 equal portions.
Roll out each portion into a thick rotis using a rolling pin.
Grease the non-stick pan with the oil and cook the thalipeeth till it is crispy on both sides.
Serve hot.","Maharashtrian Rotis / Polis
Indian Tawa
Quick Rotis / Parathas","Preparation Time: 5 mins, Cooking Time: 15 mins, Total Time: 20 mins ,         ",6.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Faraali Dahi Wade,https://www.tarladalal.com/faraali-dahi-wade-37350r,Faraali Dahi Wade recipe - How to make Faraali Dahi Wade,"1 1/2 cups sanwa millet (sama)
 1/3 cup water
 2 to 3 tsp ginger-green chilli paste
 2 to 3 tsp roasted powdered peanuts
 2 medium boiled potatoes , mashed
 salt to taste
 1 tsp chopped coriander (dhania)
 oil for deep frying
 3 cups curds (dahi)
 pinch red chilli powder
 pinch roasted cumin seeds (jeera) powder
 pinch black salt (sanchal)
 pinch freshly ground black pepper powder","Method
Wash the sanwa millet and transfer in a small deep pan.
Add water and cover the vessel with the lid and pressure cook for 3-4 whistles.
Allow the steam to escape before opening the lid.
Cool and transfer the sanwa in a bowl.
Add the ginger-green chilli paste, salt, groundnut powder, potato mash, coriander and mix gently till mixed well.
Heat the oil in a kadhai.
Make small flat wadas of the mixture and deep fry in oil till they turn golden brown and crisp form all the sides.
Drain on an absorbent paper and keep aside.
Dip the wads in warm water for 2 minutes.
Now in a Serving bowl take 3-4 balls softly press to remove the water.
Then just pour the sweet or sour curd sprinkle black salt, black pepper powder and roasted cumin seed powder and its all ready to serve.
You can have these wades just with green spicy chutney or cucumber raita.",Maharashtrian Upvas (Fasting),"Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",4.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Cluster Beans Chutney,https://www.tarladalal.com/cluster-beans-chutney-37365r,Cluster Beans Chutney recipe - How to make Cluster Beans Chutney,"10 to 12 cluster beans (gavarfali)
 2 small green chillies
 1 tbsp roasted powdered peanuts
 salt to taste
 1 tsp lemon juice
 2 tsp chopped coriander (dhania)
 2 tsp oil
 For The Tempering:
 2 tsp oil
 1/4 tsp mustard seeds ( rai / sarson)
 a pinch asafoetida (hing)","Method
Take a kadhai put oil in it when oil is hot put cluster beans (cut into small pieces) and green chillies and saute for 2 to 3 minutes stirring continuously.
Then add half cup of water and cook for 5 minutes on medium heat stirring occasionally or until soft.
Then add groundnut powder, salt and mix well.
Take a small pan and heat oil and add the mustard seeds and asafoetida.
Put this tadka on above chutney. Serve with almost any dish.","Maharashtrian Chutneys, Maharashtrian Pickles
Quick Chutneys","Preparation Time: 15  mins, Cooking Time: 15  mins, Total Time: 30 mins ,         ",4.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Mix Sprouts Puranpoli,https://www.tarladalal.com/mix-sprouts-puranpoli-9442r,Mix Sprouts Puranpoli recipe - How to make Mix Sprouts Puranpoli,"1/2 cup sprouted moong (whole green gram)
 1/2 cup sprouted matki (moath beans)
 1/2 cup sprouted hara vatana (dried green peas)
 2 boiled potatoes
 2 tbsp oil
 1 cup plain flour (maida)
 1 cup jaggery (gur)
 1 pinch of cardamom (elaichi) powder
 1 pinch of nutmeg (jaiphal)
 1/2 cup ghee for frying","Method
Heat the ghee in a pan, add the sprouts and mash potatoes and saute till they turn pink in colour.
Add the jaggery, mix well and saute till the jaggery dissolves. Keep aside.
Combine the maida and 2 tbsp oil in a bowl, mix well and knead into a soft dough, using water.
Divide the dough into equal portions and roll them into small circles of 4"" diameter.
Place a portion of the stuffing at the centro and seal the edges to make a puran and roll gain to a circle of 5"" diameter.
Heat a tava and cook each puran using little ghee till golden brown spots appear on both the sides.
Serve hot.",Maharashtrian Rotis / Polis,"Preparation Time: 15 mins, Cooking Time: 20 mins, Total Time: 35 mins ,         ",4.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Techa (  Maharashtrian Recipe ),https://www.tarladalal.com/techa---maharashtrian-recipe--11280r,Techa (  Maharashtrian Recipe ) recipe - How to make Techa (  Maharashtrian Recipe ),"10 green chillies
 5  flakes of garlic (lehsun)
 1 small bunch of coriander (dhania) leaves
 100 gms roasted peanuts
 1 lemon
 salt to taste","Grind together all the above ingredients except the groundnuts. keep aside.
Grind the roasted groundnuts seperately.
Mix the groundnut powder  to the above mixture and squeeze the juice of a lime and add salt.
Your techa is ready to be served.",Maharashtrian Bhaji,"Preparation Time: 5 minutes, Cooking Time: nil, Total Time: 5 mins ,         ",4.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Sabudana Khichdi  By shubaraj,https://www.tarladalal.com/sabudana-khichdi--by-shubaraj-11429r,Sabudana Khichdi  By shubaraj recipe - How to make Sabudana Khichdi  By shubaraj,"2 cups sago (sabudana)
 1/4 cup grated coconut
 1/2 cup powdered peanuts
 2 green chillies, chopped
 1 tsp cumin seeds (jeera)
 1 potato , cut into cubes
 1 tbsp ghee
 salt to taste","Wash, drain and soak the sabudana in water for ½ an hour.
Heat ghee in a vessel, add the jeera & chilies, when it starts spluttering add the potatoes and fry further.
Next add the salt, peanut powder and fry for a while.
Lastly add the soaked sabudana into the potato mixture and cook for 5-7 minutes.
Serve hot garnished with grated coconut.","Gujarati  Faral, Faraal
Maharashtrian Upvas (Fasting)
collection of khichdi recipes
Indian Pressure Cooker
Mahashivaratri
Navratri Vrat","Preparation Time: 10, Cooking Time: 10, Total Time: 20 mins ,         ",2.0
https://www.tarladalal.com/recipes-for-veg-recipes-maharashtrian-52?pageindex=19,Thalipeeth,https://www.tarladalal.com/thalipeeth-15145r,Thalipeeth recipe - How to make Thalipeeth,"3 tbsp besan (Bengal gram flour)
 3 tbsp jowar (white millet) flour
 3 tbsp whole wheat flour (gehun ka atta)
 1  small onion, chopped
 1 tomato , chopped
 4 tbsp chopped coriander (dhania)
 3 green chillies, finely chopped
 salt to taste
 oil for cooking","Mix together all the ingredients in a bowl and add enough water to make a thick batter. 
Heat and grease a non-stick tava. spread a layer of the batter to form a pancake . cook on both sides till golden brown, using a little oil. repeat to make 3 more thalipeeth. serve hot with home-made white butter.","Maharashtrian Rotis / Polis
Quick Indian recipes for Kids
Snack Recipes for Kids","Preparation Time: 10min, Cooking Time: 10min, Total Time: 20 mins ,         ",
